202,4/1/2022,91,0.13,R,0.01, ,532, ,12.5, ,61.6, ,47.2, ,52.4, ,100, ,75, ,93, ,50.4, ,1.0,I,24.0,I,58.7, 
202,4/2/2022,92,0.08,R,0, ,319, ,13.1, ,59.9, ,48.4, ,52.8, ,100, ,85, ,96, ,51.6, ,1.0,I,24.0,I,59.0, 
202,4/3/2022,93,0.08,R,0.00, ,332, ,12.6, ,58.3, ,43.1, ,52.4, ,100, ,84, ,94, ,50.8, ,1.0,I,24.0,I,59.2, 
202,4/4/2022,94,0.15,R,0, ,536, ,11.4, ,71.9, ,43.0, ,57.0, ,100, ,45, ,72, ,47.9, ,1.0,I,24.0,I,58.5, 
202,4/5/2022,95,0.16,R,0, ,542, ,11.7, ,74.0, ,54.3, ,62.7, ,80, ,32, ,60, ,48.7, ,1.0,I,24.0,I,59.7, 
202,4/6/2022,96,0.18,R,0, ,566, ,8.6, ,--,S,59.5,Y,70.2,R,59,H,22,H,--,R,--,I,1.0,I,24.0,I,60.3, 
202,4/7/2022,97,0.18,R,0, ,570, ,9.7, ,84.6,Y,58.1,Y,71.0,R,54,H,26,H,--,R,--,I,1.0,I,24.0,I,61.8, 
202,4/8/2022,98,0.18,R,0, ,575, ,11.8, ,80.1,Y,51.7, ,64.7,Y,98, ,34, ,56,Y,48.8,Y,1.0,I,24.0,I,62.3,Y
202,4/9/2022,99,0.16,R,0, ,588, ,12.1, ,68.7, ,45.5, ,55.6, ,100, ,55, ,80, ,49.5, ,1.0,I,24.0,I,61.6, 
202,4/10/2022,100,0.16,R,0, ,599, ,9.9, ,69.8, ,45.9, ,55.9, ,99, ,37, ,65, ,44.2, ,1.0,I,24.0,I,60.5, 
202,4/11/2022,101,0.10,R,0, ,418, ,9.8, ,61.2, ,42.6, ,50.8, ,97, ,61, ,78, ,44.1, ,1.0,I,24.0,I,59.1, 
202,4/12/2022,102,0.16,R,0, ,648,R,7.1, ,62.9, ,40.8, ,50.2, ,86, ,32, ,57, ,35.8, ,1.0,I,24.0,I,57.8, 
202,4/13/2022,103,0.16,R,0, ,647,R,8.1, ,60.4, ,40.5, ,50.6, ,93, ,41, ,64, ,39.0, ,1.0,I,24.0,I,57.2, 
202,4/14/2022,104,0.17,R,0, ,643,R,10.6, ,64.1, ,42.7, ,53.4, ,100, ,44, ,76, ,46.0, ,1.0,I,24.0,I,57.5, 
202,4/15/2022,105,0.16,R,0.00, ,619, ,12.1, ,63.6, ,45.1, ,53.6, ,100, ,62, ,86, ,49.5, ,1.0,I,24.0,I,58.4, 
202,4/16/2022,106,0.10,R,0.01, ,394, ,13.4, ,63.9, ,49.2, ,54.7, ,100, ,75, ,92, ,52.4, ,1.0,I,24.0,I,59.1, 
202,4/17/2022,107,0.16,R,0, ,621, ,12.2, ,63.1, ,46.0, ,53.8, ,100, ,63, ,86, ,49.7, ,1.0,I,24.0,I,60.0, 
202,4/18/2022,108,0.13,R,0, ,497, ,11.2, ,65.8, ,44.4, ,53.1, ,100, ,52, ,82, ,47.6, ,1.0,I,24.0,I,59.7, 
202,4/19/2022,109,0.17,R,0.00, ,639, ,14.0, ,67.0, ,47.7, ,56.9, ,100, ,73, ,88, ,53.5, ,1.0,I,24.0,I,60.3, 
202,4/20/2022,110,0.17,R,0, ,664,R,12.1, ,63.9, ,44.6, ,54.6, ,100, ,58, ,83, ,49.5, ,1.0,I,24.0,I,60.6, 
202,4/21/2022,111,0.11,R,0.28, ,390, ,12.9, ,67.6, ,48.9, ,56.3, ,100, ,67, ,84, ,51.4, ,1.0,I,24.0,I,60.6, 
202,4/22/2022,112,0.16,R,0.00, ,618, ,12.3, ,61.1, ,46.9, ,54.0, ,100, ,73, ,86, ,50.0, ,1.0,I,24.0,I,60.4, 
202,4/23/2022,113,0.19,R,0, ,680,R,11.1, ,73.7, ,45.8, ,58.1, ,99, ,41, ,67, ,47.3, ,1.0,I,24.0,I,60.0, 
202,4/24/2022,114,0.20,R,0, ,673,R,11.4, ,74.3, ,48.8, ,59.6, ,100, ,44, ,65, ,47.9, ,1.0,I,24.0,I,61.0, 
202,4/25/2022,115,0.18,R,0.00, ,650, ,12.6, ,68.1, ,45.7, ,56.3, ,100, ,56, ,82, ,50.7, ,1.0,I,24.0,I,61.3, 
202,4/26/2022,116,0.13,R,0.00, ,486, ,11.8, ,65.1, ,45.3, ,53.7, ,100, ,64, ,84, ,49.0, ,1.0,I,24.0,I,60.9, 
202,4/27/2022,117,0.17,R,0.00, ,672, ,11.1, ,63.0, ,42.5, ,52.3, ,100, ,63, ,83, ,47.4, ,1.0,I,24.0,I,59.8, 
202,4/28/2022,118,0.18,R,0, ,693,R,10.6, ,63.1, ,44.9, ,53.0, ,100, ,55, ,78, ,46.2, ,1.0,I,24.0,I,59.9, 
202,4/29/2022,119,0.20,R,0.00,H,698,R,10.1, ,78.4, ,45.7, ,58.5, ,96, ,30, ,60, ,44.9, ,1.0,I,24.0,I,60.0, 
202,4/30/2022,120,0.20,R,0, ,696,R,11.0, ,69.6, ,49.5, ,59.7, ,99, ,40, ,63, ,47.0, ,1.0,I,24.0,I,60.8, 
