126,4/1/2022,91,0.17, ,0, ,814,R,9.7, ,75.3, ,44.3, ,60.5, ,96, ,30, ,54, ,43.8, ,3.7, ,89.0, ,59.8, 
126,4/2/2022,92,0.17, ,0, ,565, ,9.8, ,77.1, ,39.4, ,56.1, ,94, ,35, ,64, ,44.0, ,2.8, ,67.0, ,60.1, 
126,4/3/2022,93,0.18, ,0, ,592, ,10.0, ,73.0, ,43.0, ,55.3, ,95, ,41, ,67, ,44.6, ,2.9, ,68.6, ,61.1, 
126,4/4/2022,94,0.18, ,0, ,559, ,10.0, ,73.6, ,39.6, ,56.4, ,88, ,40, ,64, ,44.5, ,3.7, ,89.6, ,60.8, 
126,4/5/2022,95,0.18, ,0, ,582, ,10.3, ,76.3, ,48.5, ,60.5, ,90, ,30, ,57, ,45.2, ,3.1, ,74.3, ,62.0, 
126,4/6/2022,96,0.20, ,0, ,598, ,6.5, ,87.5,Y,--,S,62.5, ,85, ,11, ,34, ,33.4, ,2.3, ,54.8, ,62.7, 
126,4/7/2022,97,0.22,R,0, ,590, ,7.2, ,96.3,R,--,S,67.2,Y,68, ,14, ,32,Y,36.2,Y,2.8, ,67.1, ,64.0, 
126,4/8/2022,98,0.22,R,0, ,587, ,9.2, ,91.3,Y,--,S,65.9,Y,78,H,18,H,42,Y,42.4,Y,2.9, ,69.8, ,65.6, 
126,4/9/2022,99,0.19, ,0, ,612, ,8.7, ,76.9, ,41.3, ,57.9, ,89, ,28, ,53, ,41.0, ,2.9, ,70.2, ,65.3, 
126,4/10/2022,100,0.20, ,0, ,592, ,6.4, ,73.4, ,39.5, ,55.5, ,83, ,15, ,43, ,33.1, ,3.3, ,79.9, ,63.8, 
126,4/11/2022,101,0.12, ,0.01, ,381, ,7.5, ,61.7, ,40.0, ,49.2, ,87, ,24, ,63, ,37.2, ,4.6, ,110.4, ,61.9, 
126,4/12/2022,102,0.19, ,0, ,636,R,5.9,Y,61.8, ,37.2, ,50.0, ,75, ,28, ,48,Y,31.3,Y,4.7, ,111.9, ,59.7, 
126,4/13/2022,103,0.17, ,0, ,587, ,7.1, ,64.0, ,36.9, ,50.7, ,79, ,33, ,56, ,35.7, ,3.6, ,86.9, ,59.6, 
126,4/14/2022,104,0.13, ,0, ,405, ,9.7, ,64.4, ,43.8, ,55.1, ,85, ,51, ,66, ,43.9, ,3.5, ,84.3, ,60.5, 
126,4/15/2022,105,0.17, ,0.01, ,560, ,11.1, ,73.0, ,50.4, ,57.7, ,95, ,43, ,68, ,47.2, ,3.4, ,82.7, ,61.6, 
126,4/16/2022,106,0.13, ,0.28, ,452, ,11.5, ,65.8, ,44.5, ,55.3, ,95, ,63, ,77, ,48.3, ,3.7, ,88.7, ,61.7, 
126,4/17/2022,107,0.19, ,0, ,640, ,9.0, ,71.6, ,42.2, ,53.6, ,94, ,33, ,65, ,41.9, ,3.2, ,76.8, ,60.6, 
126,4/18/2022,108,0.18, ,0, ,555, ,9.0, ,71.8, ,38.0, ,55.1, ,92, ,35, ,61, ,41.8, ,3.4, ,81.8, ,60.5, 
126,4/19/2022,109,0.16, ,0.01, ,514, ,11.4, ,68.3, ,43.9, ,57.5, ,95, ,40, ,70, ,48.0, ,3.9, ,94.5, ,61.9, 
126,4/20/2022,110,0.20, ,0, ,639, ,8.8, ,69.9, ,39.9, ,55.1, ,89, ,33, ,59, ,41.1, ,3.7, ,88.8, ,61.4, 
126,4/21/2022,111,0.07, ,0.17, ,254, ,11.5, ,64.7, ,49.2, ,56.2, ,91, ,58, ,74, ,48.1, ,3.5, ,84.4, ,61.6, 
126,4/22/2022,112,0.13, ,0.27, ,466, ,10.5, ,64.1, ,46.5, ,53.8, ,95, ,53, ,74, ,45.8, ,3.3, ,80.3, ,59.9, 
126,4/23/2022,113,0.20, ,0, ,643, ,10.3, ,73.4, ,44.3, ,57.2, ,93, ,39, ,64, ,45.3, ,3.3, ,78.5, ,59.9, 
126,4/24/2022,114,0.21, ,0, ,643, ,9.8, ,78.5, ,40.8, ,59.1, ,91, ,31, ,57, ,44.0, ,3.1, ,75.5, ,61.2, 
126,4/25/2022,115,0.21, ,0, ,640, ,9.7, ,77.6, ,43.2, ,59.9, ,89, ,26, ,55, ,43.9, ,3.2, ,77.0, ,62.4, 
126,4/26/2022,116,0.19, ,0, ,620, ,9.6, ,68.6, ,43.7, ,55.7, ,86, ,45, ,63, ,43.5, ,3.4, ,81.6, ,63.0, 
126,4/27/2022,117,0.19, ,0, ,629, ,8.6, ,68.9, ,37.2, ,52.8, ,93, ,32, ,63, ,40.6, ,3.2, ,76.0, ,62.3, 
126,4/28/2022,118,0.16, ,0, ,537, ,8.6, ,65.3, ,40.4, ,52.7, ,91, ,44, ,63, ,40.5, ,3.4, ,81.7, ,61.8, 
126,4/29/2022,119,0.21, ,0, ,669, ,8.3, ,77.7, ,38.7, ,57.6, ,92, ,28, ,51, ,39.6, ,3.1, ,73.6, ,61.8, 
126,4/30/2022,120,0.22, ,0, ,658, ,9.7, ,76.2, ,41.0, ,58.8, ,75, ,41, ,57, ,43.6, ,3.9, ,93.6, ,63.2, 
