217,4/1/2022,91,0.16, ,0, ,575, ,12.8, ,69.0, ,48.2, ,57.2, ,97, ,61, ,80, ,51.1, ,3.3, ,79.7, ,65.7, 
217,4/2/2022,92,0.02, ,0.00, ,155, ,12.8, ,60.2, ,48.2, ,54.6, ,100, ,75, ,88, ,51.0, ,2.6, ,62.6, ,65.6, 
217,4/3/2022,93,0.06, ,0, ,259, ,13.0, ,64.1, ,49.2, ,55.9, ,98, ,69, ,85, ,51.5, ,3.3, ,78.2, ,64.2, 
217,4/4/2022,94,0.14, ,0.00, ,527, ,12.8, ,70.6, ,45.6, ,57.5, ,100, ,56, ,79, ,51.1, ,3.0, ,72.4, ,64.0, 
217,4/5/2022,95,0.20, ,0, ,601, ,11.4, ,86.5, ,52.1, ,69.9,Y,84,H,26,H,46,Y,48.1,Y,3.5, ,83.3, ,65.2, 
217,4/6/2022,96,0.24,R,0, ,613, ,9.7, ,92.5,Y,54.0, ,74.4,R,86,H,12,H,--,R,--,I,4.9, ,116.8, ,66.8, 
217,4/7/2022,97,0.25,R,0, ,626,R,4.8,Y,92.3,Y,--,S,--,S,39,H,8,H,--,Q,--,Q,5.3, ,127.7, ,67.8, 
217,4/8/2022,98,0.24,R,0, ,628,R,6.5, ,97.1,R,--,S,--,S,55,H,10,H,--,Q,--,Q,4.6, ,109.6, ,68.4,Y
217,4/9/2022,99,0.21, ,0, ,618, ,12.1, ,80.7, ,52.2, ,66.0, ,94, ,38, ,56, ,49.7, ,3.4, ,82.1, ,69.2,Y
217,4/10/2022,100,0.16, ,0.01, ,548, ,13.1, ,70.7, ,48.2, ,58.3, ,99, ,54, ,79, ,51.8, ,3.4, ,82.2, ,69.0,Y
217,4/11/2022,101,0.17, ,0.00, ,569, ,12.0, ,66.3, ,47.7, ,56.5, ,98, ,53, ,77, ,49.3, ,4.5, ,108.5, ,68.2,Y
217,4/12/2022,102,0.20, ,0.00,H,644,R,5.6, ,65.5, ,44.2, ,54.5, ,81, ,24, ,38, ,29.7, ,5.1, ,121.3, ,67.4, 
217,4/13/2022,103,0.21, ,0, ,644,R,6.4, ,70.1, ,43.8, ,56.4, ,93, ,19, ,41, ,33.2, ,4.0, ,95.7, ,66.4, 
217,4/14/2022,104,0.19, ,0, ,640, ,8.9, ,68.5, ,42.4, ,55.3, ,95, ,31, ,60, ,41.5, ,4.0, ,95.1, ,66.2, 
217,4/15/2022,105,0.18, ,0.00, ,620, ,11.2, ,70.1, ,44.3, ,56.5, ,97, ,47, ,72, ,47.6, ,3.5, ,84.5, ,65.9, 
217,4/16/2022,106,0.13, ,0, ,456, ,12.8, ,66.3, ,50.1, ,56.5, ,98, ,62, ,82, ,51.0, ,4.1, ,97.4, ,66.0, 
217,4/17/2022,107,0.19, ,0, ,649, ,12.9, ,70.3, ,51.3, ,59.4, ,93, ,56, ,74, ,51.2, ,3.8, ,90.2, ,65.9, 
217,4/18/2022,108,0.17, ,0.00, ,542, ,12.5, ,73.8, ,48.8, ,60.1, ,95, ,52, ,70, ,50.4, ,3.3, ,78.3, ,66.6, 
217,4/19/2022,109,0.19, ,0, ,627, ,12.6, ,73.2, ,51.7, ,60.2, ,93, ,45, ,71, ,50.6, ,3.9, ,93.7, ,67.2, 
217,4/20/2022,110,0.15, ,0.00, ,513, ,12.1, ,71.1, ,50.4, ,58.2, ,95, ,54, ,73, ,49.6, ,3.8, ,90.5, ,67.2, 
217,4/21/2022,111,0.16, ,0.33, ,555, ,11.9, ,65.0, ,45.3, ,56.1, ,95, ,54, ,77, ,49.2, ,4.8, ,114.5, ,66.5, 
217,4/22/2022,112,0.17, ,0.00, ,610, ,11.4, ,63.4, ,48.3, ,55.2, ,98, ,55, ,77, ,48.1, ,4.4, ,106.8, ,66.2, 
217,4/23/2022,113,0.22, ,0, ,662, ,9.6, ,77.5, ,45.7, ,60.5, ,94, ,24, ,54, ,43.6, ,4.0, ,96.7, ,65.6, 
217,4/24/2022,114,0.26, ,0, ,669, ,7.2, ,84.1, ,54.5, ,68.0, ,61, ,14, ,31, ,36.0, ,5.2, ,124.0, ,65.9, 
217,4/25/2022,115,0.25, ,0, ,663, ,7.5, ,86.9, ,54.1, ,69.9, ,65, ,14, ,30, ,37.1, ,4.1, ,98.3, ,66.5, 
217,4/26/2022,116,0.16, ,0, ,448, ,10.7, ,78.4, ,51.6, ,62.6, ,88, ,36, ,55, ,46.2, ,3.5, ,84.2, ,67.3, 
217,4/27/2022,117,0.20, ,0, ,647, ,12.3, ,72.7, ,47.3, ,58.6, ,96, ,51, ,73, ,50.0, ,3.9, ,92.6, ,67.1, 
217,4/28/2022,118,0.14, ,0.00, ,484, ,11.6, ,67.0, ,47.7, ,55.9, ,95, ,54, ,76, ,48.4, ,3.7, ,88.3, ,66.9, 
217,4/29/2022,119,0.20, ,0.00, ,671, ,11.3, ,71.4, ,45.9, ,58.6, ,91, ,47, ,67, ,47.7, ,3.7, ,88.4, ,66.0, 
217,4/30/2022,120,0.22, ,0.00, ,683, ,11.2, ,77.8, ,48.2, ,62.1, ,93, ,32, ,59, ,47.6, ,3.3, ,80.4, ,66.4, 
