170,4/1/2022,91,0.17, ,0, ,591,R,9.4, ,75.7, ,40.7, ,57.2, ,93, ,30, ,59, ,43.0, ,2.6, ,61.3, ,56.1, 
170,4/2/2022,92,0.17, ,0, ,578, ,10.1, ,80.0, ,43.9, ,60.7, ,93, ,25, ,56, ,44.9, ,2.4, ,57.3, ,56.7, 
170,4/3/2022,93,0.20, ,0, ,592,R,8.3, ,76.4, ,40.5, ,59.0, ,93, ,23, ,48, ,39.6, ,4.0, ,95.8, ,57.2, 
170,4/4/2022,94,0.17, ,0, ,530, ,10.5, ,70.6, ,51.0, ,59.6, ,81, ,48, ,60, ,45.9, ,4.9, ,117.6, ,57.6, 
170,4/5/2022,95,0.17, ,0, ,602,R,9.7, ,73.3, ,45.4, ,59.0, ,86, ,32, ,57, ,43.7, ,3.0, ,70.9, ,58.2, 
170,4/6/2022,96,0.19, ,0, ,610,R,8.3, ,86.2,Y,40.6, ,62.0, ,90, ,17, ,44, ,39.8, ,1.9, ,46.5, ,58.1, 
170,4/7/2022,97,0.19,R,0, ,596, ,11.5, ,87.3,Y,45.3, ,65.6,Y,85, ,28, ,54,Y,48.3,Y,2.1, ,50.6, ,58.9, 
170,4/8/2022,98,0.21,R,0, ,608,R,11.3, ,86.2,Y,47.8, ,66.2,Y,88, ,29, ,51,Y,47.7,Y,3.5, ,84.1, ,60.1, 
170,4/9/2022,99,0.19, ,0, ,625,R,8.7, ,76.6, ,43.5, ,59.0, ,87, ,23, ,51, ,41.0, ,2.7, ,63.7, ,60.4, 
170,4/10/2022,100,0.19, ,0, ,598, ,7.1, ,70.0, ,41.1, ,56.4, ,85, ,24, ,45, ,35.6, ,4.1, ,98.6, ,59.3, 
170,4/11/2022,101,0.16, ,0, ,517, ,7.9, ,59.3, ,45.0, ,52.9, ,92, ,35, ,58, ,38.5, ,7.0,Y,168.6,Y,58.9, 
170,4/12/2022,102,0.18, ,0, ,637,R,6.7, ,59.8, ,39.5, ,50.0, ,73, ,37, ,55, ,34.3, ,5.7, ,137.8, ,57.8, 
170,4/13/2022,103,0.12, ,0.02, ,432, ,7.8, ,63.1, ,39.9, ,51.1, ,84, ,47, ,61, ,38.2, ,3.7, ,89.2, ,57.2, 
170,4/14/2022,104,0.06, ,0.01, ,230, ,12.0, ,60.2, ,50.2, ,54.5, ,97, ,71, ,83, ,49.5, ,4.3, ,104.2, ,57.0, 
170,4/15/2022,105,0.18, ,0, ,631, ,9.6, ,68.4, ,45.1, ,56.2, ,94, ,36, ,62, ,43.5, ,3.8, ,90.7, ,57.4, 
170,4/16/2022,106,0.15, ,0.17, ,504, ,11.3, ,68.4, ,42.7, ,57.2, ,96, ,45, ,71, ,47.7, ,4.1, ,99.4, ,58.6, 
170,4/17/2022,107,0.19, ,0, ,667,R,8.5, ,64.7, ,43.2, ,53.1, ,86, ,42, ,62, ,40.5, ,4.3, ,102.2, ,57.7, 
170,4/18/2022,108,0.17, ,0, ,581, ,9.9, ,71.2, ,38.2, ,55.4, ,94, ,39, ,66, ,44.3, ,3.5, ,84.1, ,57.4, 
170,4/19/2022,109,0.15, ,0.08, ,510, ,11.3, ,66.0, ,46.4, ,57.2, ,96, ,50, ,71, ,47.8, ,3.6, ,87.3, ,58.6, 
170,4/20/2022,110,0.17, ,0.15, ,540, ,10.6, ,70.5, ,45.1, ,57.5, ,95, ,38, ,66, ,46.1, ,4.2, ,101.4, ,58.0, 
170,4/21/2022,111,0.13, ,0.27, ,438, ,11.5, ,64.8, ,47.5, ,56.0, ,97, ,44, ,75, ,48.2, ,3.5, ,83.8, ,58.4, 
170,4/22/2022,112,0.17, ,0.00, ,602, ,10.0, ,65.9, ,43.7, ,54.5, ,97, ,43, ,69, ,44.4, ,3.3, ,79.3, ,58.0, 
170,4/23/2022,113,0.20, ,0, ,661,R,9.9, ,74.4, ,42.2, ,57.0, ,96, ,37, ,62, ,44.3, ,2.8, ,67.5, ,58.4, 
170,4/24/2022,114,0.21, ,0, ,653, ,10.3, ,77.6, ,42.9, ,59.7, ,94, ,28, ,59, ,45.4, ,2.8, ,68.2, ,59.0, 
170,4/25/2022,115,0.21, ,0, ,669,R,10.4, ,76.6, ,45.6, ,60.4, ,91, ,35, ,58, ,45.7, ,3.7, ,87.8, ,59.6, 
170,4/26/2022,116,0.20, ,0, ,656, ,10.1, ,72.0, ,50.3, ,59.4, ,79, ,37, ,58, ,44.8, ,4.7, ,113.8, ,60.5, 
170,4/27/2022,117,0.20, ,0, ,664, ,9.2, ,71.8, ,47.9, ,57.4, ,84, ,30, ,57, ,42.4, ,4.9, ,116.8, ,60.5, 
170,4/28/2022,118,0.20, ,0, ,679,R,8.6, ,66.5, ,48.2, ,56.0, ,77, ,43, ,56, ,40.8, ,5.1, ,122.2, ,60.3, 
170,4/29/2022,119,0.20, ,0, ,650, ,8.7, ,74.1, ,41.9, ,58.6, ,90, ,28, ,52, ,40.8, ,2.9, ,68.9, ,60.1, 
170,4/30/2022,120,0.22, ,0, ,672, ,11.0, ,74.1, ,48.4, ,60.1, ,81, ,47, ,62, ,47.0, ,5.0, ,120.5, ,60.4, 
