253,4/1/2022,91,0.14, ,0, ,543, ,11.3, ,60.9, ,39.5, ,51.4, ,98, ,76, ,88, ,47.8, ,4.4, ,106.6, ,55.1, 
253,4/2/2022,92,0.15, ,0, ,569, ,11.4, ,64.7, ,40.6, ,52.9, ,96, ,66, ,83, ,47.9, ,3.7, ,89.7, ,56.0, 
253,4/3/2022,93,0.15, ,0, ,588, ,10.3, ,60.1, ,38.4, ,49.8, ,98, ,68, ,85, ,45.4, ,4.8, ,115.6, ,55.1, 
253,4/4/2022,94,0.14, ,0, ,514, ,12.9, ,63.1, ,48.0, ,55.2, ,97, ,71, ,87, ,51.2, ,6.0, ,143.9, ,56.0, 
253,4/5/2022,95,0.16, ,0, ,589, ,10.7, ,63.2, ,39.9, ,52.5, ,94, ,61, ,80, ,46.4, ,5.9, ,140.7, ,56.8, 
253,4/6/2022,96,0.20,R,0, ,597, ,9.8, ,78.5,Y,35.5, ,54.6, ,97, ,30, ,67, ,43.9, ,3.9, ,94.5, ,55.4, 
253,4/7/2022,97,0.16,R,0, ,587, ,10.6, ,85.0,R,42.5, ,63.0,Y,92,H,29,H,54,Y,46.1,Y,2.7, ,65.3, ,56.9, 
253,4/8/2022,98,0.17, ,0, ,598, ,11.0, ,66.7, ,41.2, ,53.0, ,95, ,66, ,81, ,47.1, ,5.0, ,119.0, ,57.0, 
253,4/9/2022,99,0.17, ,0, ,619,R,9.4, ,60.9, ,37.8, ,48.9, ,96, ,63, ,80, ,43.0, ,4.8, ,116.1, ,55.6, 
253,4/10/2022,100,0.17, ,0, ,586, ,9.2, ,59.5, ,35.1, ,48.8, ,97, ,61, ,79, ,42.5, ,7.4, ,178.2, ,54.2, 
253,4/11/2022,101,0.13, ,0.23, ,470, ,9.7, ,55.0, ,46.1, ,50.8, ,97, ,56, ,77, ,43.9, ,8.9, ,213.4, ,55.1, 
253,4/12/2022,102,0.17, ,0, ,635,R,8.3, ,56.9, ,38.7, ,48.9, ,91, ,58, ,70, ,39.7, ,6.3, ,152.2, ,54.2, 
253,4/13/2022,103,0.14, ,0, ,528, ,9.1, ,60.3, ,35.9, ,49.5, ,96, ,57, ,76, ,42.2, ,3.2, ,75.6, ,54.0, 
253,4/14/2022,104,0.05, ,0.39,H,224, ,13.3, ,60.9, ,50.3, ,54.7, ,97, ,83, ,91, ,52.2, ,2.5, ,60.7, ,55.6, 
253,4/15/2022,105,0.16, ,0.02, ,600, ,11.0, ,62.1, ,46.9, ,52.8, ,98, ,61, ,81, ,47.0, ,3.2, ,77.3, ,56.6, 
253,4/16/2022,106,0.09, ,0.63, ,375, ,11.8, ,58.5, ,37.2, ,52.0, ,97, ,67, ,89, ,48.9, ,4.7, ,111.9, ,56.6, 
253,4/17/2022,107,0.17, ,0.00, ,656,R,8.9, ,57.7, ,36.4, ,46.7, ,97, ,63, ,82, ,41.5, ,4.4, ,106.0, ,54.4, 
253,4/18/2022,108,0.16, ,0.00, ,546, ,10.7, ,68.5, ,36.0, ,53.3, ,96, ,49, ,77, ,46.3, ,2.8, ,66.3, ,54.2, 
253,4/19/2022,109,0.16, ,0.14, ,563, ,12.6, ,65.7, ,43.6, ,56.2, ,97, ,53, ,82, ,50.8, ,3.5, ,83.3, ,57.7, 
253,4/20/2022,110,0.18, ,0.33, ,605, ,11.5, ,67.9, ,43.1, ,55.9, ,96, ,53, ,75, ,48.2, ,3.7, ,89.9, ,57.2, 
253,4/21/2022,111,0.11, ,0.03, ,409, ,14.0, ,65.3, ,52.8, ,57.5, ,97, ,67, ,87, ,53.5, ,3.3, ,78.4, ,59.0, 
253,4/22/2022,112,0.15, ,0.22, ,556, ,12.1, ,61.2, ,47.0, ,54.0, ,96, ,71, ,85, ,49.6, ,4.4, ,106.6, ,58.4, 
253,4/23/2022,113,0.17, ,0, ,646, ,12.6, ,62.5, ,50.6, ,55.6, ,91, ,75, ,83, ,50.7, ,4.8, ,115.1, ,59.0, 
253,4/24/2022,114,0.16, ,0, ,585, ,12.3, ,62.5, ,43.9, ,53.9, ,94, ,77, ,87, ,50.0, ,4.6, ,110.6, ,59.5, 
253,4/25/2022,115,0.17, ,0, ,627, ,12.1, ,64.7, ,41.1, ,53.6, ,97, ,72, ,86, ,49.6, ,4.2, ,100.0, ,58.4, 
253,4/26/2022,116,0.17, ,0, ,600, ,11.2, ,60.9, ,45.5, ,53.5, ,96, ,67, ,80, ,47.6, ,6.1, ,145.4, ,58.6, 
253,4/27/2022,117,0.16, ,0, ,585, ,10.7, ,61.2, ,42.7, ,52.6, ,92, ,67, ,79, ,46.3, ,5.6, ,134.3, ,58.2, 
253,4/28/2022,118,0.18, ,0, ,647, ,11.0, ,61.1, ,44.5, ,53.6, ,91, ,68, ,78, ,47.1, ,5.7, ,135.9, ,58.3, 
253,4/29/2022,119,0.19, ,0, ,673, ,9.9, ,64.1, ,37.4, ,50.1, ,97, ,62, ,80, ,44.3, ,4.5, ,107.2, ,57.2, 
253,4/30/2022,120,0.09, ,0, ,355, ,12.2, ,63.0, ,39.6, ,52.5, ,96, ,78, ,90, ,49.7, ,5.0, ,119.8, ,56.3, 
