52,4/1/2022,91,0.16, ,0, ,535, ,11.5, ,70.5, ,44.1, ,54.7, ,97, ,49, ,79, ,48.2, ,3.2, ,77.3, ,60.2, 
52,4/2/2022,92,0.13, ,0, ,482, ,12.1, ,62.9, ,46.3, ,53.4, ,99, ,71, ,87, ,49.6, ,3.4, ,80.8, ,60.6, 
52,4/3/2022,93,0.11, ,0, ,402, ,12.0, ,61.4, ,45.8, ,52.9, ,97, ,74, ,88, ,49.3, ,3.1, ,74.3, ,61.1, 
52,4/4/2022,94,0.20, ,0, ,549, ,9.3, ,76.1, ,45.1, ,61.1, ,97, ,29, ,50, ,42.5, ,5.8, ,138.2, ,60.6, 
52,4/5/2022,95,0.20, ,0, ,549, ,10.5, ,77.8, ,55.0, ,63.4, ,74, ,23, ,52, ,45.7, ,5.7, ,137.9, ,61.1, 
52,4/6/2022,96,0.28,R,0, ,571, ,6.3, ,88.9,Y,59.5,Y,75.4,R,25,H,17,H,--,R,--,I,9.1,R,219.4,R,61.3, 
52,4/7/2022,97,0.23,R,0, ,574, ,9.4, ,91.7,Y,58.0,Y,72.9,Y,56, ,21, ,34,Y,42.9,Y,2.7, ,65.0, ,62.4, 
52,4/8/2022,98,0.22,R,0, ,581, ,10.5, ,94.0,R,52.4, ,70.9,Y,85,H,20,H,41,Y,45.8,Y,3.7, ,89.6, ,63.4, 
52,4/9/2022,99,0.19, ,0, ,601, ,10.6, ,71.5, ,48.7, ,58.1, ,91, ,30, ,64, ,46.1, ,4.3, ,102.5, ,63.3, 
52,4/10/2022,100,0.21, ,0, ,595, ,7.3, ,73.2, ,47.3, ,59.5, ,83, ,16, ,42, ,36.5, ,5.0, ,119.7, ,62.4, 
52,4/11/2022,101,0.10, ,0, ,374, ,8.5, ,59.5, ,41.7, ,50.7, ,86, ,48, ,67, ,40.3, ,3.5, ,84.8, ,61.5, 
52,4/12/2022,102,0.18, ,0, ,625, ,6.2, ,60.9, ,41.6, ,50.0, ,78, ,26, ,51, ,32.4, ,4.5, ,108.2, ,60.2, 
52,4/13/2022,103,0.18, ,0, ,616, ,7.1, ,63.6, ,42.9, ,51.0, ,87, ,31, ,55, ,35.6, ,4.6, ,111.4, ,59.6, 
52,4/14/2022,104,0.18, ,0, ,603, ,9.6, ,64.7, ,42.6, ,53.6, ,94, ,38, ,68, ,43.5, ,4.6, ,111.1, ,59.7, 
52,4/15/2022,105,0.17, ,0, ,582, ,10.9, ,68.4, ,43.2, ,54.0, ,95, ,48, ,77, ,46.8, ,3.5, ,84.6, ,60.2, 
52,4/16/2022,106,0.06, ,0.04,H,242, ,12.3, ,62.3, ,48.5, ,54.2, ,96, ,65, ,86, ,50.0, ,2.8, ,66.8, ,60.7, 
52,4/17/2022,107,0.17, ,0.00, ,595, ,11.6, ,65.6, ,46.5, ,53.8, ,98, ,62, ,82, ,48.4, ,3.9, ,92.9, ,61.0, 
52,4/18/2022,108,0.12, ,0, ,417, ,10.2, ,64.0, ,42.4, ,52.8, ,97, ,52, ,75, ,45.0, ,2.8, ,67.9, ,61.1, 
52,4/19/2022,109,0.17, ,0, ,594, ,12.8, ,66.7, ,49.0, ,57.0, ,95, ,66, ,81, ,51.2, ,3.6, ,85.4, ,61.5, 
52,4/20/2022,110,0.18, ,0, ,614, ,10.2, ,65.8, ,43.1, ,54.7, ,96, ,44, ,70, ,45.2, ,3.2, ,76.1, ,62.1, 
52,4/21/2022,111,0.08, ,0.41, ,286, ,12.4, ,63.3, ,49.6, ,55.0, ,94, ,69, ,84, ,50.3, ,2.8, ,66.7, ,62.2, 
52,4/22/2022,112,0.13, ,0.09, ,469, ,11.3, ,60.4, ,47.8, ,53.1, ,97, ,63, ,82, ,47.7, ,3.1, ,73.7, ,61.9, 
52,4/23/2022,113,0.20, ,0, ,620, ,10.1, ,72.3, ,49.3, ,58.1, ,91, ,33, ,61, ,44.7, ,5.4, ,128.5, ,61.5, 
52,4/24/2022,114,0.22, ,0, ,619, ,10.3, ,79.2, ,48.8, ,62.0, ,92, ,30, ,54, ,45.4, ,4.6, ,110.2, ,61.8, 
52,4/25/2022,115,0.23, ,0, ,617, ,10.2, ,80.0, ,48.8, ,64.4, ,90, ,27, ,50, ,45.1, ,4.4, ,104.7, ,62.7, 
52,4/26/2022,116,0.16, ,0, ,519, ,10.2, ,71.8, ,45.6, ,55.7, ,93, ,36, ,68, ,45.2, ,3.9, ,93.5, ,63.0, 
52,4/27/2022,117,0.18, ,0, ,625, ,10.1, ,63.8, ,43.7, ,52.8, ,95, ,49, ,74, ,44.7, ,3.2, ,77.2, ,62.5, 
52,4/28/2022,118,0.19, ,0, ,633, ,9.3, ,63.4, ,41.0, ,53.0, ,94, ,47, ,68, ,42.5, ,3.9, ,93.7, ,62.4, 
52,4/29/2022,119,0.22, ,0, ,634, ,8.8, ,76.6, ,48.4, ,59.0, ,80, ,22, ,52, ,41.2, ,5.7, ,136.9, ,62.1, 
52,4/30/2022,120,0.22, ,0, ,631, ,9.8, ,75.6, ,49.9, ,61.5, ,90, ,28, ,53, ,44.0, ,5.4, ,129.1, ,62.2, 
