198,4/1/2022,91,0.15, ,0, ,580, ,14.3, ,67.1, ,44.7, ,55.9, ,100, ,71, ,94, ,54.1, ,3.6, ,86.0, ,65.5, 
198,4/2/2022,92,0.03, ,0, ,183, ,14.6, ,63.4, ,44.5, ,55.1, ,100, ,86, ,99, ,54.7, ,1.7, ,41.3, ,64.7, 
198,4/3/2022,93,0.08, ,0, ,344, ,15.9,Y,65.3, ,53.6, ,57.7, ,100, ,87, ,98,Y,57.1,Y,3.1, ,73.6, ,65.5, 
198,4/4/2022,94,0.12, ,0, ,475, ,14.4, ,69.5, ,50.8, ,57.7, ,100, ,57, ,89, ,54.4, ,3.0, ,71.4, ,66.5, 
198,4/5/2022,95,0.19, ,0, ,605, ,14.4, ,84.4, ,47.8, ,65.1, ,100, ,35, ,68, ,54.2, ,2.5, ,61.1, ,68.1,Y
198,4/6/2022,96,0.19, ,0, ,614, ,15.7, ,85.2, ,46.8, ,64.9, ,100, ,41, ,75, ,56.7, ,2.4, ,57.3, ,70.2,R
198,4/7/2022,97,0.27,R,0, ,636,R,7.8, ,96.1,R,47.2, ,74.0,R,100,H,7,H,--,R,--,I,5.8, ,139.7, ,70.9,R
198,4/8/2022,98,0.19,R,0, ,630,R,12.2, ,98.5,R,49.5, ,70.8,Y,100,H,11,H,47,Y,49.8,Y,2.4, ,58.8, ,71.0,R
198,4/9/2022,99,0.18, ,0, ,627, ,15.1, ,74.7, ,47.6, ,61.2, ,100, ,58, ,82, ,55.6, ,2.5, ,60.8, ,70.4,R
198,4/10/2022,100,0.17, ,0, ,588, ,14.5, ,70.6, ,44.3, ,57.8, ,100, ,65, ,89, ,54.5, ,2.8, ,66.7, ,70.1,R
198,4/11/2022,101,0.17, ,0, ,596, ,13.1, ,68.9, ,44.9, ,56.9, ,100, ,55, ,83, ,51.7, ,3.1, ,75.3, ,69.7,Y
198,4/12/2022,102,0.19, ,0, ,657,R,6.3, ,69.9, ,37.8, ,52.8, ,100, ,12, ,46, ,32.7, ,3.8, ,91.5, ,68.3,Y
198,4/13/2022,103,0.19, ,0, ,656,R,7.8, ,69.5, ,33.9,Y,53.4, ,100, ,23, ,56, ,38.1, ,3.7, ,88.1, ,66.6, 
198,4/14/2022,104,0.19, ,0, ,649,R,10.3, ,68.5, ,38.4, ,54.5, ,100, ,37, ,71, ,45.4, ,3.4, ,81.1, ,67.0, 
198,4/15/2022,105,0.18, ,0, ,623, ,13.2, ,69.3, ,41.7, ,56.5, ,100, ,56, ,84, ,51.9, ,3.0, ,72.4, ,67.1, 
198,4/16/2022,106,0.15, ,0, ,538, ,15.8, ,69.4, ,53.9, ,59.3, ,100, ,67, ,91, ,56.8, ,3.7, ,89.7, ,67.4, 
198,4/17/2022,107,0.17, ,0, ,626, ,15.0, ,67.9, ,47.3, ,58.4, ,100, ,71, ,90, ,55.5, ,3.5, ,84.0, ,68.8, 
198,4/18/2022,108,0.16, ,0, ,532, ,14.0, ,71.8, ,45.4, ,58.7, ,100, ,61, ,83, ,53.6, ,3.1, ,73.4, ,68.6, 
198,4/19/2022,109,0.19,R,0, ,627, ,15.0, ,73.0, ,50.3, ,61.0, ,100, ,55, ,82, ,55.5, ,3.8, ,91.1, ,69.7, 
198,4/20/2022,110,0.17, ,0, ,594, ,13.2, ,69.3, ,45.1, ,57.2, ,100, ,57, ,83, ,51.9, ,3.5, ,84.9, ,69.5, 
198,4/21/2022,111,0.17, ,0.19, ,630, ,14.4, ,68.5, ,45.1, ,57.4, ,100, ,67, ,90, ,54.4, ,3.3, ,78.3, ,68.5, 
198,4/22/2022,112,0.19,R,0.01,H,661, ,12.8, ,68.8, ,46.4, ,57.3, ,100, ,37, ,80, ,51.1, ,3.1, ,74.3, ,67.8, 
198,4/23/2022,113,0.21,R,0, ,672,R,11.1, ,80.1, ,41.9, ,60.1, ,100, ,27, ,63, ,47.3, ,3.3, ,78.2, ,67.2, 
198,4/24/2022,114,0.26, ,0, ,678,R,8.0, ,86.1, ,46.4, ,68.2, ,99, ,12, ,34, ,38.9, ,4.9, ,117.1, ,68.7, 
198,4/25/2022,115,0.24, ,0, ,678,R,9.2, ,87.1, ,45.1, ,66.5, ,93, ,12, ,41, ,42.3, ,3.1, ,74.9, ,70.1, 
198,4/26/2022,116,0.17, ,0, ,539, ,12.8, ,74.4, ,44.9, ,59.3, ,100, ,37, ,74, ,51.2, ,2.9, ,68.8, ,69.7, 
198,4/27/2022,117,0.19, ,0, ,653, ,13.7, ,70.4, ,44.4, ,57.2, ,100, ,65, ,86, ,52.9, ,2.9, ,68.7, ,68.1, 
198,4/28/2022,118,0.17, ,0, ,584, ,13.0, ,67.4, ,43.9, ,55.8, ,100, ,61, ,85, ,51.5, ,2.9, ,69.5, ,68.3, 
198,4/29/2022,119,0.19, ,0, ,669, ,12.8, ,70.0, ,42.5, ,56.5, ,100, ,53, ,82, ,51.1, ,3.0, ,72.4, ,68.1, 
198,4/30/2022,120,0.21, ,0, ,680, ,12.5, ,74.8, ,44.5, ,60.1, ,100, ,42, ,71, ,50.5, ,3.1, ,75.4, ,67.6, 
