222,4/1/2022,91,0.18, ,0, ,568,R,8.1, ,82.4, ,44.0, ,59.4, ,90, ,23, ,47, ,39.2, ,4.7, ,112.9, ,55.6, 
222,4/2/2022,92,0.24, ,0, ,591,R,7.0, ,76.7, ,44.1, ,59.8, ,89, ,18, ,40, ,35.2, ,8.3, ,199.0, ,55.5, 
222,4/3/2022,93,0.18, ,0, ,469, ,6.5, ,77.2, ,43.0, ,60.2, ,59, ,21, ,36, ,33.4, ,6.0, ,144.0, ,55.2, 
222,4/4/2022,94,0.12, ,0, ,308, ,9.3, ,72.5, ,49.6, ,59.9, ,70, ,43, ,53, ,42.7, ,6.0, ,144.1, ,55.7, 
222,4/5/2022,95,0.23, ,0, ,601,R,5.8, ,70.2, ,38.7, ,56.6, ,71, ,23, ,37, ,30.8, ,8.7, ,208.7, ,55.3, 
222,4/6/2022,96,0.25, ,0, ,596,R,6.6, ,83.7, ,46.0, ,64.0, ,49, ,18, ,32, ,34.0, ,7.7, ,185.2, ,55.1, 
222,4/7/2022,97,0.20, ,0, ,592,R,10.5, ,88.2,Y,42.7, ,65.2, ,91, ,24, ,50, ,45.8, ,3.5, ,84.5, ,56.0, 
222,4/8/2022,98,0.23, ,0, ,570, ,8.7, ,86.1,Y,47.4, ,66.2, ,89, ,15, ,40, ,41.0, ,5.5, ,132.1, ,56.7, 
222,4/9/2022,99,0.35, ,0, ,629,R,4.1,Y,70.4, ,52.8, ,60.9, ,34, ,12, ,23,Y,22.6,Y,17.6,R,422.6,R,57.1, 
222,4/10/2022,100,0.26, ,0, ,602, ,5.4, ,69.7, ,48.6, ,58.0, ,59, ,24, ,33, ,28.9, ,11.7,Y,279.8,Y,55.2, 
222,4/11/2022,101,0.22, ,0, ,589, ,6.2, ,58.5, ,37.9, ,51.0, ,71, ,28, ,49, ,32.4, ,11.7,Y,280.1,Y,54.8, 
222,4/12/2022,102,0.14, ,0, ,525, ,5.5, ,61.5, ,28.7,Y,45.7,Y,90, ,29, ,52,Y,29.2,Y,3.6, ,87.1, ,53.4, 
222,4/13/2022,103,0.18, ,0, ,468, ,6.7, ,61.2, ,30.6,Y,49.0, ,91, ,38, ,57, ,34.4, ,10.8,Y,259.7,Y,53.0, 
222,4/14/2022,104,0.07, ,0.03, ,217, ,11.2, ,60.8, ,46.6, ,52.2, ,93, ,70, ,84, ,47.5, ,13.2,R,316.8,R,53.2, 
222,4/15/2022,105,0.10, ,0.06, ,338, ,10.3, ,62.4, ,44.7, ,53.0, ,99, ,46, ,75, ,45.4, ,5.6, ,133.4, ,54.3, 
222,4/16/2022,106,0.10, ,0.40, ,360, ,12.2, ,69.3, ,48.3, ,55.0, ,99, ,54, ,83, ,49.9, ,4.5, ,106.9, ,54.9, 
222,4/17/2022,107,0.20, ,0, ,648,R,8.0, ,69.8, ,41.1, ,54.8, ,98, ,23, ,55, ,38.9, ,5.0, ,119.3, ,55.4, 
222,4/18/2022,108,0.16, ,0, ,409, ,9.2, ,66.9, ,33.7,Y,53.1, ,95, ,48, ,67, ,42.3, ,10.0,Y,238.9,Y,54.7, 
222,4/19/2022,109,0.16, ,0.01, ,493, ,10.1, ,67.9, ,43.8, ,55.5, ,96, ,38, ,67, ,44.9, ,6.6, ,158.0, ,55.4, 
222,4/20/2022,110,0.06, ,0.04, ,217, ,11.1, ,59.6, ,41.3, ,52.7, ,93, ,70, ,82, ,47.3, ,10.2,Y,244.2,Y,55.0, 
222,4/21/2022,111,0.16, ,0.13, ,506, ,10.0, ,65.0, ,41.5, ,53.6, ,96, ,43, ,72, ,44.6, ,7.3, ,175.9, ,55.4, 
222,4/22/2022,112,0.17, ,0, ,619, ,9.6, ,69.4, ,39.6, ,52.6, ,99, ,38, ,71, ,43.5, ,2.6, ,62.0, ,55.5, 
222,4/23/2022,113,0.21, ,0, ,659,R,9.1, ,74.1, ,38.4, ,56.2, ,99, ,28, ,59, ,42.0, ,5.3, ,126.8, ,55.4, 
222,4/24/2022,114,0.21, ,0, ,645, ,9.3, ,80.5, ,44.7, ,61.0, ,88, ,25, ,51, ,42.8, ,4.2, ,101.9, ,55.8,Y
222,4/25/2022,115,0.21, ,0, ,547, ,10.0, ,79.4, ,43.3, ,63.2, ,88, ,30, ,51, ,44.6, ,4.4, ,105.9, ,56.4, 
222,4/26/2022,116,0.21, ,0, ,655, ,9.9, ,78.1, ,46.4, ,63.0, ,77, ,29, ,50, ,44.2, ,3.5, ,83.8, ,57.6, 
222,4/27/2022,117,0.21, ,0, ,656, ,8.3, ,75.5, ,42.8, ,60.6, ,72, ,26, ,46, ,39.8, ,4.2, ,100.2, ,57.2, 
222,4/28/2022,118,0.19, ,0, ,604, ,8.5, ,70.4, ,44.4, ,56.9, ,88, ,31, ,54, ,40.5, ,4.5, ,108.0, ,59.0, 
222,4/29/2022,119,0.20, ,0, ,608, ,8.3, ,75.5, ,41.4, ,58.4, ,84, ,20, ,50, ,39.8, ,4.9, ,117.8, ,58.1, 
222,4/30/2022,120,0.23, ,0, ,624, ,10.8, ,78.6, ,48.2, ,64.0, ,90, ,35, ,53, ,46.5, ,4.8, ,114.4, ,58.2, 
