205,4/1/2022,91,0.19, ,0, ,609,R,9.2, ,77.0, ,49.0, ,62.6, ,71, ,25, ,47, ,42.3, ,5.4, ,129.2, ,64.7, 
205,4/2/2022,92,0.22, ,0, ,604,R,9.3, ,80.0, ,52.0, ,66.9, ,63, ,28, ,41, ,42.7, ,5.6, ,135.1, ,65.6,Y
205,4/3/2022,93,0.27, ,0, ,593, ,6.5, ,83.2, ,52.2, ,68.3, ,53, ,12, ,27, ,33.4, ,7.1, ,171.5, ,66.4,Y
205,4/4/2022,94,0.22, ,0, ,612,R,7.8, ,79.3, ,45.0, ,62.9, ,62, ,24, ,40, ,38.2, ,5.5, ,132.7, ,66.2,Y
205,4/5/2022,95,0.24, ,0, ,628,R,8.7, ,76.3, ,48.9, ,63.4, ,80, ,24, ,44, ,40.9, ,6.7, ,161.1, ,66.8,Y
205,4/6/2022,96,0.24, ,0, ,640,R,6.5, ,82.3, ,45.1, ,64.7, ,46, ,19, ,31, ,33.4, ,5.6, ,133.7, ,66.7,Y
205,4/7/2022,97,0.26, ,0, ,636,R,7.8, ,94.7,Y,57.6, ,75.6,Y,42, ,13, ,26,Y,38.0,Y,5.0, ,120.6, ,67.8,Y
205,4/8/2022,98,0.30,R,0, ,635,R,8.8, ,94.7,Y,64.4,Y,79.9,R,37, ,15, ,--,R,--,I,6.7, ,160.7, ,69.7,R
205,4/9/2022,99,0.30, ,0, ,663,R,5.5, ,85.3, ,53.0, ,70.4, ,49, ,9, ,22, ,29.5, ,8.1, ,193.8, ,70.7,R
205,4/10/2022,100,0.24, ,0, ,640,R,3.9, ,76.4, ,42.8, ,61.9, ,35, ,12, ,20, ,20.9, ,5.7, ,136.4, ,69.6,R
205,4/11/2022,101,0.19, ,0, ,499, ,6.3, ,66.8, ,41.8, ,54.2, ,61, ,23, ,44, ,32.7, ,9.4, ,226.0, ,68.5,Y
205,4/12/2022,102,0.25, ,0, ,684,R,4.1, ,64.1, ,40.6, ,52.4, ,46, ,18, ,30, ,22.2, ,9.3, ,223.8, ,66.6, 
205,4/13/2022,103,0.20, ,0, ,668,R,4.6, ,66.9, ,33.3, ,53.2, ,60, ,21, ,33, ,25.1, ,4.7, ,111.6, ,66.2, 
205,4/14/2022,104,0.18, ,0, ,515, ,7.0, ,69.7, ,42.7, ,56.8, ,67, ,31, ,44, ,35.4, ,5.6, ,134.4, ,66.7, 
205,4/15/2022,105,0.20, ,0, ,618, ,8.8, ,75.8, ,44.0, ,61.6, ,69, ,33, ,47, ,41.3, ,4.0, ,95.7, ,67.1, 
205,4/16/2022,106,0.19, ,0, ,477, ,10.2, ,72.5, ,54.5, ,62.3, ,68, ,39, ,53, ,44.9, ,7.1, ,169.3, ,68.1, 
205,4/17/2022,107,0.23, ,0, ,676,R,8.7, ,78.1, ,46.4, ,63.5, ,76, ,26, ,43, ,40.9, ,4.9, ,118.5, ,68.2, 
205,4/18/2022,108,0.23, ,0, ,623, ,7.9, ,76.9, ,47.6, ,63.4, ,57, ,27, ,39, ,38.3, ,5.3, ,127.1, ,69.2, 
205,4/19/2022,109,0.18, ,0, ,456, ,9.4, ,73.2, ,49.0, ,61.4, ,66, ,38, ,51, ,43.0, ,5.9, ,142.1, ,69.3, 
205,4/20/2022,110,0.23, ,0, ,684,R,8.1, ,76.6, ,43.1, ,61.3, ,73, ,27, ,44, ,39.1, ,5.5, ,132.6, ,68.9, 
205,4/21/2022,111,0.15, ,0, ,365, ,9.4, ,67.4, ,53.9, ,58.9, ,71, ,40, ,56, ,43.0, ,9.2, ,220.1, ,68.9, 
205,4/22/2022,112,0.14, ,0, ,429, ,8.7, ,67.7, ,46.8, ,56.1, ,89, ,37, ,56, ,40.8, ,5.2, ,124.2, ,67.6, 
205,4/23/2022,113,0.25, ,0, ,686,R,7.2, ,74.1, ,42.5, ,59.4, ,70, ,21, ,41, ,36.0, ,6.5, ,156.2, ,67.4, 
205,4/24/2022,114,0.25, ,0, ,690,R,6.6, ,81.0, ,44.5, ,65.4, ,56, ,19, ,31, ,34.1, ,4.7, ,112.7, ,68.5, 
205,4/25/2022,115,0.27, ,0, ,682,R,6.4, ,96.0, ,53.3, ,71.2, ,43, ,14, ,25, ,33.2, ,4.8, ,115.3, ,70.1, 
205,4/26/2022,116,0.21, ,0, ,525, ,7.6, ,79.4, ,50.8, ,67.8, ,56, ,19, ,33, ,37.3, ,5.6, ,135.5, ,70.8, 
205,4/27/2022,117,0.26, ,0, ,693,R,5.3, ,80.6, ,43.2, ,65.2, ,58, ,13, ,25, ,28.4, ,5.4, ,128.7, ,71.0, 
205,4/28/2022,118,0.26, ,0, ,710,R,5.9, ,73.6, ,43.8, ,60.6, ,54, ,23, ,32, ,31.0, ,6.1, ,146.8, ,71.6, 
205,4/29/2022,119,0.30, ,0, ,712,R,5.9, ,78.2, ,43.8, ,62.4, ,50, ,16, ,30, ,31.0, ,8.0, ,192.3, ,71.2, 
205,4/30/2022,120,0.28, ,0, ,665, ,7.6, ,83.8, ,52.1, ,68.2, ,46, ,20, ,32, ,37.5, ,6.4, ,154.0, ,71.9, 
