199,4/1/2022,91,0.15,R,0, ,597, ,5.8, ,63.4, ,27.7, ,44.1, ,89, ,32, ,59, ,30.7, ,1.0,I,24.0,I,46.4, 
199,4/2/2022,92,0.15,R,0, ,575, ,6.1, ,62.8, ,28.0, ,45.0, ,94, ,34, ,60, ,32.1, ,1.0,I,24.0,I,47.4, 
199,4/3/2022,93,0.12,R,0, ,453, ,6.1, ,59.5, ,30.6, ,44.8, ,92, ,40, ,61, ,32.1, ,1.0,I,24.0,I,48.0, 
199,4/4/2022,94,0.17,R,0, ,597, ,4.3, ,66.9, ,29.4, ,47.4, ,84, ,14, ,39, ,23.5, ,1.0,I,24.0,I,48.5, 
199,4/5/2022,95,0.17,R,0, ,611, ,5.5, ,71.0, ,36.8, ,54.0, ,80, ,16, ,38, ,29.3, ,1.0,I,24.0,I,50.3, 
199,4/6/2022,96,0.19,R,0, ,623, ,4.1, ,67.5, ,31.7, ,48.8, ,80, ,14, ,35, ,22.3, ,2.4, ,57.8, ,51.0, 
199,4/7/2022,97,0.20, ,0.06,H,623, ,2.9, ,63.0, ,33.8, ,48.2, ,44, ,11, ,25, ,14.1, ,4.5, ,107.6, ,49.8, 
199,4/8/2022,98,0.20, ,0.02,H,627, ,3.4, ,69.2, ,30.8, ,50.7, ,56, ,12, ,27, ,18.1, ,2.9, ,69.4, ,49.4, 
199,4/9/2022,99,0.20, ,0, ,626, ,4.6, ,65.4, ,32.5, ,49.8, ,71, ,21, ,38, ,25.1, ,3.8, ,90.2, ,49.9, 
199,4/10/2022,100,0.19, ,0, ,625, ,3.3, ,63.2, ,28.3, ,47.3, ,49, ,11, ,30, ,17.4, ,3.4, ,81.8, ,49.5, 
199,4/11/2022,101,0.16, ,0, ,654, ,5.7, ,56.5, ,30.8, ,41.3, ,100, ,30, ,64, ,30.1, ,5.3, ,126.5, ,49.7, 
199,4/12/2022,102,0.15, ,0, ,660, ,2.2, ,43.7, ,21.5, ,32.5, ,93, ,10, ,36, ,8.6, ,3.2, ,77.7, ,48.6, 
199,4/13/2022,103,0.17, ,0, ,649, ,1.3, ,55.7, ,17.7, ,40.6, ,37, ,5, ,15, ,-3.4, ,3.2, ,77.6, ,46.8, 
199,4/14/2022,104,0.19, ,0, ,655, ,3.1, ,58.7, ,27.3, ,43.7, ,66, ,17, ,32, ,15.6, ,3.5, ,84.5, ,48.5, 
199,4/15/2022,105,0.19, ,0, ,651, ,4.3, ,60.3, ,26.9, ,45.0, ,65, ,27, ,43, ,23.6, ,3.2, ,77.2, ,49.0, 
199,4/16/2022,106,0.19, ,0, ,664, ,3.8, ,54.1, ,27.3, ,43.2, ,82, ,25, ,40, ,20.6, ,4.7, ,112.7, ,49.9, 
199,4/17/2022,107,0.21, ,0.00,H,671, ,2.2, ,70.5, ,22.3, ,47.0, ,52, ,7, ,20, ,8.5, ,2.8, ,66.1, ,49.8, 
199,4/18/2022,108,0.22, ,0, ,635, ,2.5, ,67.3, ,27.2, ,52.1, ,44, ,9, ,19, ,10.6, ,4.1, ,97.9, ,50.4, 
199,4/19/2022,109,0.23, ,0, ,665, ,2.8, ,57.0, ,40.7,Y,50.1, ,71, ,5, ,22, ,13.2, ,7.5,Y,180.6,Y,51.7, 
199,4/20/2022,110,0.20, ,0, ,668, ,5.2, ,60.5, ,37.9, ,48.0, ,68, ,29, ,46, ,28.1, ,4.0, ,95.1, ,52.0, 
199,4/21/2022,111,0.19, ,0, ,680, ,4.8, ,55.1, ,33.1, ,43.1, ,89, ,18, ,51, ,26.1, ,6.5, ,157.1, ,51.0, 
199,4/22/2022,112,0.10, ,0.26,H,477, ,5.2, ,41.9, ,23.4, ,32.3, ,98, ,65, ,84, ,27.9, ,4.0, ,95.2, ,46.4, 
199,4/23/2022,113,0.17, ,0.02,H,686, ,3.8, ,51.9, ,23.1, ,36.5, ,87, ,27, ,52, ,20.5, ,3.3, ,79.9, ,44.3, 
199,4/24/2022,114,0.18, ,0.00, ,684, ,3.2, ,55.3, ,25.6, ,39.2, ,76, ,16, ,40, ,16.9, ,3.7, ,89.0, ,45.6, 
199,4/25/2022,115,0.20, ,0.00,H,671, ,3.4, ,63.8, ,26.5, ,44.9, ,67, ,16, ,34, ,18.0, ,3.1, ,73.4, ,46.9, 
199,4/26/2022,116,0.19, ,0.00, ,587, ,4.2, ,64.3, ,34.1, ,48.9, ,68, ,12, ,36, ,23.1, ,3.0, ,72.5, ,49.4, 
199,4/27/2022,117,0.21, ,0.00, ,696, ,4.3, ,61.7, ,30.1, ,45.5, ,79, ,17, ,41, ,23.3, ,3.3, ,78.7, ,50.2, 
199,4/28/2022,118,0.20, ,0, ,706, ,3.5, ,56.2, ,26.4, ,41.5, ,76, ,11, ,39, ,18.4, ,3.5, ,83.3, ,49.4, 
199,4/29/2022,119,0.22, ,0, ,707, ,3.4, ,64.1, ,24.0, ,46.1, ,59, ,17, ,32, ,18.3, ,3.0, ,72.5, ,49.4, 
199,4/30/2022,120,0.23, ,0, ,707, ,3.7, ,68.1, ,26.8, ,50.2, ,61, ,11, ,30, ,19.7, ,3.4, ,82.5, ,50.5, 
