174,4/1/2022,91,0.12, ,0, ,418, ,12.3, ,68.7, ,49.6, ,59.0, ,89, ,53, ,72, ,50.1, ,2.9, ,69.3, ,64.4, 
174,4/2/2022,92,0.04, ,0, ,165, ,12.7, ,64.4, ,50.6, ,59.0, ,89, ,64, ,74, ,50.8, ,2.2, ,51.6, ,64.2, 
174,4/3/2022,93,0.08, ,0, ,359, ,12.5, ,67.8, ,52.6, ,61.1, ,84, ,57, ,68, ,50.4, ,3.2, ,75.8, ,64.2, 
174,4/4/2022,94,0.15, ,0, ,511, ,12.2, ,68.2, ,50.6, ,59.3, ,88, ,54, ,71, ,49.8, ,3.0, ,70.9, ,64.5, 
174,4/5/2022,95,0.16, ,0.00, ,541, ,13.8, ,69.2, ,48.5, ,59.7, ,90, ,64, ,79, ,53.1, ,3.4, ,82.6, ,65.2, 
174,4/6/2022,96,0.18,R,0.00, ,553, ,15.4, ,80.2, ,51.2, ,64.5, ,90, ,50, ,74, ,56.1, ,2.9, ,70.0, ,66.5, 
174,4/7/2022,97,0.17,R,0.01, ,575, ,10.4, ,--,S,54.7, ,74.7,Y,90,H,12,H,36,Y,45.7,Y,2.6, ,62.3, ,68.5, 
174,4/8/2022,98,0.17,R,0, ,581, ,8.3, ,99.2,R,56.9, ,76.9,R,73,H,10,H,--,R,--,I,2.9, ,69.9, ,70.4,Y
174,4/9/2022,99,0.18, ,0, ,561, ,14.8, ,75.1, ,55.5, ,64.5, ,88, ,56, ,72, ,55.1, ,4.5, ,108.9, ,71.3,Y
174,4/10/2022,100,0.13, ,0, ,400, ,13.2, ,68.7, ,59.5, ,62.7, ,74, ,58, ,68, ,51.9, ,4.8, ,116.2, ,71.0,Y
174,4/11/2022,101,0.16, ,0, ,475, ,12.0, ,68.1, ,54.4, ,61.3, ,76, ,53, ,65, ,49.3, ,5.9,R,141.9,R,70.6,Y
174,4/12/2022,102,0.21, ,0, ,605, ,6.1, ,71.4, ,48.8, ,59.5, ,80, ,15, ,35, ,32.1, ,4.4, ,105.2, ,69.8,Y
174,4/13/2022,103,0.19, ,0, ,599, ,6.1, ,68.9, ,40.5, ,57.5, ,81, ,18, ,37, ,31.8, ,3.2, ,77.3, ,68.8, 
174,4/14/2022,104,0.18, ,0, ,593, ,9.5, ,70.0, ,43.6, ,57.5, ,88, ,37, ,59, ,43.3, ,3.3, ,78.1, ,68.7, 
174,4/15/2022,105,0.18, ,0, ,581, ,11.5, ,68.1, ,47.9, ,58.5, ,90, ,51, ,69, ,48.3, ,3.3, ,79.5, ,68.9, 
174,4/16/2022,106,0.14, ,0, ,453, ,12.3, ,70.9, ,52.8, ,60.2, ,88, ,50, ,69, ,50.1, ,3.5, ,84.8, ,69.3, 
174,4/17/2022,107,0.18, ,0, ,597, ,12.3, ,73.9, ,52.4, ,60.9, ,85, ,47, ,67, ,50.0, ,3.2, ,77.1, ,69.9, 
174,4/18/2022,108,0.15, ,0, ,486, ,12.2, ,73.0, ,48.8, ,60.2, ,90, ,51, ,69, ,49.9, ,3.0, ,71.0, ,70.3, 
174,4/19/2022,109,0.18, ,0, ,558, ,12.8, ,71.2, ,53.6, ,61.3, ,88, ,50, ,69, ,51.1, ,4.0, ,95.7, ,70.6,Y
174,4/20/2022,110,0.16, ,0, ,537, ,11.8, ,65.7, ,50.2, ,58.7, ,83, ,52, ,70, ,49.0, ,4.3, ,103.7, ,70.8,Y
174,4/21/2022,111,0.19, ,0, ,588, ,11.9, ,71.4, ,46.9, ,59.1, ,88, ,48, ,69, ,49.0, ,4.7, ,112.2, ,70.1, 
174,4/22/2022,112,0.19, ,0.15, ,591, ,10.8, ,67.7, ,49.9, ,58.6, ,86, ,44, ,64, ,46.5, ,5.3,Y,126.2,Y,70.1, 
174,4/23/2022,113,0.20, ,0, ,611, ,10.8, ,78.8, ,48.8, ,61.4, ,84, ,35, ,58, ,46.7, ,2.6, ,63.4, ,69.0, 
174,4/24/2022,114,0.24, ,0, ,617, ,8.2, ,88.0, ,46.8, ,67.5, ,87, ,12, ,35, ,39.3, ,3.2, ,76.7, ,70.0, 
174,4/25/2022,115,0.23,R,0, ,622, ,8.5, ,86.5, ,48.4, ,67.4, ,78, ,12, ,37, ,40.2, ,2.7, ,63.6, ,71.0, 
174,4/26/2022,116,0.19, ,0, ,569, ,13.0, ,75.2, ,52.2, ,62.3, ,87, ,49, ,68, ,51.5, ,3.8, ,90.6, ,71.7, 
174,4/27/2022,117,0.18, ,0, ,562, ,12.5, ,68.3, ,52.1, ,60.2, ,87, ,55, ,70, ,50.5, ,4.4, ,106.0, ,71.8, 
174,4/28/2022,118,0.15, ,0, ,477, ,11.5, ,67.1, ,50.3, ,59.9, ,81, ,54, ,66, ,48.3, ,4.0, ,97.1, ,71.8, 
174,4/29/2022,119,0.18, ,0, ,569, ,11.6, ,72.7, ,49.0, ,59.7, ,88, ,44, ,66, ,48.4, ,3.0, ,73.0, ,71.2, 
174,4/30/2022,120,0.20, ,0, ,614, ,12.6, ,77.2, ,48.7, ,62.2, ,89, ,41, ,66, ,50.8, ,3.4, ,80.6, ,71.5, 
