209,4/1/2022,91,0.13, ,0.00, ,530, ,11.3, ,59.3, ,43.5, ,50.3, ,99, ,78, ,91, ,47.7, ,4.9, ,117.0, ,60.2, 
209,4/2/2022,92,0.12, ,0.00, ,498, ,11.7, ,61.1, ,46.1, ,51.2, ,99, ,71, ,91, ,48.7, ,4.1, ,98.1, ,60.6, 
209,4/3/2022,93,0.11, ,0, ,440, ,11.6, ,62.7, ,45.4, ,52.5, ,99, ,66, ,86, ,48.6, ,3.9, ,93.8, ,61.1, 
209,4/4/2022,94,0.15, ,0, ,534, ,11.4, ,66.8, ,43.7, ,54.0, ,97, ,55, ,80, ,48.0, ,3.7, ,88.6, ,60.9, 
209,4/5/2022,95,0.16, ,0.00, ,572, ,11.6, ,69.0, ,47.1, ,54.8, ,99, ,42, ,79, ,48.5, ,3.8, ,90.9, ,61.6, 
209,4/6/2022,96,0.21,R,0, ,593, ,8.8, ,78.0,Y,48.0, ,64.5,Y,87,H,23,H,42,Y,41.1,Y,4.5, ,107.1, ,62.0, 
209,4/7/2022,97,0.18,R,0, ,800,R,9.4, ,--,S,--,S,--,S,46,H,31,H,--,Q,--,Q,5.5, ,131.3, ,63.4, 
209,4/8/2022,98,0.19,R,0, ,597, ,11.1, ,74.5,Y,48.7, ,62.7,Y,85, ,42, ,57,Y,47.2,Y,4.9, ,116.5, ,63.6, 
209,4/9/2022,99,0.17, ,0, ,618,R,10.3, ,71.0, ,44.5, ,54.2, ,94, ,41, ,72, ,45.4, ,4.1, ,99.1, ,63.5, 
209,4/10/2022,100,0.19, ,0, ,592, ,8.9, ,68.2, ,43.7, ,54.9, ,94, ,34, ,61, ,41.6, ,5.4, ,130.7, ,63.0, 
209,4/11/2022,101,0.13, ,0.27, ,444, ,8.5, ,57.7, ,41.3, ,48.4, ,99, ,37, ,73, ,40.3, ,7.8, ,187.6, ,62.0, 
209,4/12/2022,102,0.18, ,0, ,637,R,7.0, ,58.0, ,37.4, ,47.8, ,83, ,42, ,62, ,35.5, ,7.3, ,174.1, ,60.4, 
209,4/13/2022,103,0.15, ,0, ,585, ,8.2, ,55.9, ,38.0, ,47.8, ,84, ,59, ,73, ,39.5, ,5.7, ,135.9, ,60.0, 
209,4/14/2022,104,0.09, ,0.06, ,357, ,11.6, ,58.7, ,47.2, ,52.4, ,99, ,70, ,86, ,48.5, ,4.2, ,101.8, ,60.4, 
209,4/15/2022,105,0.14, ,0.02, ,536, ,12.0, ,60.7, ,48.2, ,52.8, ,99, ,69, ,88, ,49.4, ,4.9, ,118.1, ,61.6, 
209,4/16/2022,106,0.10, ,0.45, ,393, ,12.1, ,57.3, ,46.0, ,51.7, ,99, ,79, ,92, ,49.6, ,7.1, ,170.9, ,61.5, 
209,4/17/2022,107,0.17, ,0.00, ,654,R,10.2, ,60.4, ,42.5, ,50.1, ,99, ,59, ,83, ,45.1, ,4.7, ,112.2, ,61.2, 
209,4/18/2022,108,0.16, ,0.02, ,560, ,10.2, ,62.5, ,39.3, ,51.7, ,98, ,54, ,78, ,45.1, ,4.3, ,102.0, ,61.4, 
209,4/19/2022,109,0.12, ,0.04, ,450, ,12.8, ,59.4, ,47.4, ,53.9, ,99, ,67, ,90, ,51.2, ,5.3, ,127.8, ,62.3, 
209,4/20/2022,110,0.18, ,0.00, ,632, ,11.1, ,62.4, ,44.4, ,54.1, ,96, ,54, ,78, ,47.3, ,5.4, ,130.4, ,62.2, 
209,4/21/2022,111,0.07, ,0.92, ,268, ,13.2, ,59.8, ,49.8, ,53.9, ,98, ,86, ,93, ,51.8, ,7.5, ,179.9, ,62.1, 
209,4/22/2022,112,0.14, ,0.08, ,534, ,11.5, ,59.2, ,47.2, ,52.7, ,97, ,71, ,85, ,48.2, ,4.9, ,118.7, ,61.2, 
209,4/23/2022,113,0.17, ,0, ,643, ,11.6, ,61.5, ,44.2, ,52.2, ,98, ,74, ,87, ,48.4, ,4.4, ,106.5, ,61.8, 
209,4/24/2022,114,0.17, ,0.00, ,633, ,12.0, ,63.8, ,47.4, ,53.1, ,96, ,71, ,87, ,49.4, ,4.5, ,107.0, ,62.4, 
209,4/25/2022,115,0.17, ,0.00, ,609, ,12.4, ,66.4, ,46.5, ,54.4, ,99, ,62, ,86, ,50.3, ,4.2, ,101.5, ,63.0, 
209,4/26/2022,116,0.17, ,0, ,616, ,11.4, ,64.0, ,45.1, ,53.6, ,99, ,63, ,81, ,48.0, ,4.1, ,98.7, ,63.5, 
209,4/27/2022,117,0.15, ,0, ,543, ,10.3, ,63.1, ,44.0, ,51.5, ,96, ,57, ,79, ,45.3, ,3.2, ,77.5, ,63.2, 
209,4/28/2022,118,0.19, ,0, ,657, ,9.8, ,61.2, ,43.8, ,51.9, ,93, ,53, ,74, ,43.9, ,6.5, ,155.2, ,62.7, 
209,4/29/2022,119,0.18, ,0, ,665, ,10.5, ,69.0, ,43.0, ,53.4, ,92, ,54, ,75, ,45.8, ,4.1, ,99.1, ,62.6, 
209,4/30/2022,120,0.20, ,0, ,653, ,11.1, ,71.3, ,45.7, ,56.3, ,91, ,55, ,72, ,47.3, ,5.2, ,124.1, ,63.4, 
