226,4/1/2022,91,0.18, ,0.02, ,549, ,9.1, ,79.9, ,43.1, ,61.5, ,83, ,22, ,49, ,42.2, ,3.7, ,88.9, ,59.6, 
226,4/2/2022,92,0.21, ,0.01, ,535, ,8.3, ,79.8, ,46.8, ,62.8, ,93, ,16, ,43, ,39.8, ,5.3, ,126.8, ,60.3, 
226,4/3/2022,93,0.21, ,0.00,H,532, ,5.9, ,83.5, ,48.2, ,66.2, ,62, ,8, ,27, ,31.3, ,5.1, ,121.8, ,60.2, 
226,4/4/2022,94,0.12, ,0, ,359, ,11.3, ,75.3, ,45.1, ,59.7, ,95, ,40, ,65, ,47.8, ,4.4, ,105.1, ,59.7, 
226,4/5/2022,95,0.22, ,0, ,587, ,6.7, ,74.4, ,48.1, ,60.9, ,88, ,14, ,37, ,34.4, ,6.4, ,152.5, ,59.2, 
226,4/6/2022,96,0.26, ,0, ,588, ,6.1, ,86.8, ,51.5, ,69.0, ,72, ,13, ,25, ,31.8, ,6.8, ,163.9, ,59.1, 
226,4/7/2022,97,0.20, ,0, ,574, ,10.1, ,89.2,Y,47.4, ,68.6, ,74, ,20, ,42, ,44.8, ,2.8, ,68.1, ,61.5, 
226,4/8/2022,98,0.22, ,0, ,563, ,10.7, ,89.2,Y,50.1, ,70.9,Y,83, ,20, ,42,Y,46.4,Y,4.2, ,100.1, ,63.8, 
226,4/9/2022,99,0.33, ,0, ,625,R,3.6,Y,75.6, ,59.2,Y,66.5, ,26, ,9, ,16,Y,19.5,Y,12.6,Y,302.0,Y,62.2, 
226,4/10/2022,100,0.27, ,0, ,558, ,5.1, ,75.0, ,45.9, ,61.7, ,80, ,15, ,27, ,27.4, ,10.2, ,245.9, ,59.8, 
226,4/11/2022,101,0.20, ,0, ,542, ,7.2, ,63.6, ,40.5, ,54.6, ,86, ,20, ,49, ,35.9, ,9.2, ,220.1, ,58.9, 
226,4/12/2022,102,0.17, ,0, ,601, ,5.5, ,64.6, ,37.8, ,50.9, ,80, ,23, ,43, ,29.2, ,4.2, ,101.8, ,56.9, 
226,4/13/2022,103,0.15, ,0, ,482, ,8.5, ,62.7, ,39.2, ,52.2, ,95, ,39, ,64, ,40.5, ,5.5, ,131.5, ,56.5, 
226,4/14/2022,104,0.07, ,0, ,199, ,11.4, ,60.7, ,50.1, ,54.8, ,88, ,68, ,78, ,47.9, ,9.8, ,235.8, ,56.2, 
226,4/15/2022,105,0.20, ,0, ,591, ,8.5, ,70.9, ,45.6, ,58.4, ,89, ,21, ,51, ,40.4, ,6.9, ,164.7, ,57.4, 
226,4/16/2022,106,0.18, ,0.30, ,553, ,11.8, ,69.9, ,43.7, ,58.2, ,94, ,48, ,71, ,49.0, ,7.9, ,188.4, ,59.3, 
226,4/17/2022,107,0.20, ,0, ,651,R,7.4, ,72.4, ,36.4,Y,54.1, ,91, ,18, ,51, ,36.6, ,4.0, ,97.0, ,58.8, 
226,4/18/2022,108,0.18, ,0, ,557, ,10.0, ,70.6, ,39.4,Y,56.0, ,91, ,41, ,65, ,44.7, ,6.7, ,161.5, ,58.4, 
226,4/19/2022,109,0.15, ,0.01, ,481, ,11.3, ,68.5, ,46.2, ,58.0, ,97, ,35, ,69, ,47.8, ,4.9, ,118.7, ,59.9, 
226,4/20/2022,110,0.18, ,0.01, ,515, ,11.1, ,69.2, ,41.4, ,56.3, ,97, ,42, ,72, ,47.4, ,7.8, ,187.1, ,59.0, 
226,4/21/2022,111,0.13, ,0.02, ,397, ,11.1, ,66.5, ,50.4, ,56.5, ,97, ,41, ,72, ,47.4, ,6.3, ,150.1, ,59.2, 
226,4/22/2022,112,0.17, ,0.04,H,581, ,9.7, ,69.0, ,44.1, ,56.2, ,95, ,35, ,63, ,43.6, ,3.2, ,77.6, ,59.6, 
226,4/23/2022,113,0.23, ,0, ,634, ,7.6, ,77.4, ,45.8, ,62.2, ,84, ,13, ,40, ,37.4, ,5.4, ,129.0, ,60.6, 
226,4/24/2022,114,0.22, ,0, ,629, ,8.4, ,81.0, ,46.3, ,64.0, ,89, ,21, ,41, ,40.1, ,3.4, ,81.2, ,61.8, 
226,4/25/2022,115,0.22, ,0, ,630, ,10.6, ,81.3, ,47.6, ,63.8, ,93, ,20, ,52, ,46.1, ,4.4, ,106.6, ,63.3, 
226,4/26/2022,116,0.21, ,0, ,624, ,11.0, ,79.3, ,51.1, ,63.6, ,91, ,29, ,55, ,46.9, ,4.3, ,103.8, ,64.5, 
226,4/27/2022,117,0.20, ,0, ,625, ,10.4, ,76.7, ,44.3, ,59.7, ,92, ,33, ,59, ,45.6, ,4.6, ,110.2, ,64.4, 
226,4/28/2022,118,0.21, ,0, ,660, ,8.4, ,72.1, ,43.9, ,58.3, ,76, ,27, ,50, ,39.9, ,4.3, ,104.3, ,63.8, 
226,4/29/2022,119,0.23, ,0, ,611, ,7.0, ,82.3, ,48.0, ,63.6, ,73, ,12, ,35, ,35.5, ,5.0, ,119.5, ,63.5, 
226,4/30/2022,120,0.23, ,0, ,637, ,10.2, ,80.5, ,45.5, ,63.7, ,79, ,30, ,50, ,44.9, ,4.4, ,105.3, ,64.1, 
