83,4/1/2022,91,0.16, ,0, ,558, ,10.3, ,69.7, ,32.9, ,50.7, ,98, ,50, ,81, ,45.3, ,3.1, ,73.7, ,58.5, 
83,4/2/2022,92,0.16, ,0, ,534, ,10.6, ,75.0, ,33.2, ,53.2, ,98, ,49, ,77, ,46.1, ,2.4, ,58.5, ,59.1, 
83,4/3/2022,93,0.17, ,0, ,575, ,9.5, ,74.7, ,33.7, ,54.3, ,97, ,40, ,66, ,43.3, ,3.1, ,75.4, ,59.4, 
83,4/4/2022,94,0.16, ,0, ,498, ,10.9, ,68.9, ,42.4, ,55.9, ,97, ,57, ,72, ,46.9, ,4.4, ,105.1, ,60.1, 
83,4/5/2022,95,0.17, ,0, ,570, ,9.5, ,69.9, ,37.3, ,53.5, ,97, ,37, ,68, ,43.3, ,2.9, ,70.5, ,59.9, 
83,4/6/2022,96,0.18, ,0, ,572, ,10.5, ,82.7,Y,34.9, ,57.3, ,98, ,31, ,66, ,45.9, ,2.3, ,55.7, ,60.4, 
83,4/7/2022,97,0.19,R,0, ,563, ,12.2, ,86.3,Y,37.4, ,60.9,Y,97, ,39, ,66,Y,49.7,Y,2.5, ,60.8, ,61.6, 
83,4/8/2022,98,0.19, ,0, ,577, ,12.2, ,78.7, ,39.2, ,57.7, ,98, ,51, ,75, ,49.9, ,3.1, ,73.3, ,62.1, 
83,4/9/2022,99,0.19, ,0, ,603, ,8.3, ,74.7, ,33.5, ,55.8, ,96, ,29, ,55, ,39.8, ,3.4, ,81.2, ,61.2, 
83,4/10/2022,100,0.19, ,0, ,567, ,7.4, ,70.6, ,32.1, ,52.5, ,95, ,29, ,55, ,36.6, ,4.4, ,106.6, ,59.7, 
83,4/11/2022,101,0.19, ,0.04, ,560, ,7.7, ,59.3, ,40.6, ,51.3, ,95, ,32, ,60, ,37.9, ,8.5,R,204.2,R,59.1, 
83,4/12/2022,102,0.16, ,0, ,571, ,6.9, ,59.5, ,29.7, ,45.4, ,92, ,44, ,67, ,35.0, ,5.1, ,121.9, ,56.9, 
83,4/13/2022,103,0.08, ,0.08, ,331, ,8.8, ,57.6, ,33.1, ,46.0, ,96, ,63, ,83, ,41.1, ,4.2, ,100.2, ,56.0, 
83,4/14/2022,104,0.04, ,0.34, ,209, ,12.6, ,56.3, ,41.9, ,52.1, ,96, ,92, ,95, ,50.6, ,6.4,Y,154.1,Y,57.4, 
83,4/15/2022,105,0.14, ,0.02,H,538, ,9.2, ,59.2, ,38.8, ,48.4, ,98, ,53, ,80, ,42.4, ,2.9, ,69.5, ,57.7, 
83,4/16/2022,106,0.14, ,0.97, ,500, ,11.8, ,66.5, ,34.9, ,53.5, ,96, ,57, ,84, ,48.8, ,4.7, ,113.9, ,59.4, 
83,4/17/2022,107,0.15, ,0.01, ,573, ,8.2, ,60.1, ,31.7, ,45.4, ,98, ,46, ,80, ,39.5, ,3.1, ,73.9, ,58.7, 
83,4/18/2022,108,0.10, ,0.15, ,421, ,11.2, ,62.9, ,31.3, ,50.8, ,98, ,66, ,88, ,47.5, ,4.7, ,112.4, ,57.7, 
83,4/19/2022,109,0.14,R,0.04, ,507, ,11.2, ,63.0, ,43.1, ,52.0, ,98, ,64, ,84, ,47.4, ,3.4, ,81.4, ,59.1, 
83,4/20/2022,110,0.08, ,0.26, ,296, ,12.3, ,60.5, ,45.7, ,53.6, ,97, ,70, ,87, ,50.0, ,6.6,Y,159.2,Y,58.7, 
83,4/21/2022,111,0.12, ,0.19,H,449, ,11.0, ,62.1, ,41.8, ,52.1, ,98, ,62, ,83, ,47.2, ,3.4, ,82.8, ,59.2, 
83,4/22/2022,112,0.16, ,0.04, ,553, ,10.2, ,63.4, ,38.1, ,50.5, ,98, ,59, ,82, ,45.1, ,3.1, ,74.7, ,59.5, 
83,4/23/2022,113,0.19, ,0, ,623, ,10.1, ,71.5, ,33.2, ,52.8, ,98, ,41, ,74, ,44.7, ,3.2, ,77.7, ,59.8, 
83,4/24/2022,114,0.19, ,0, ,622, ,10.9, ,71.4, ,35.2, ,52.1, ,98, ,53, ,82, ,46.8, ,3.2, ,76.0, ,60.5, 
83,4/25/2022,115,0.19, ,0, ,627, ,11.6, ,74.3, ,36.8, ,54.6, ,98, ,51, ,79, ,48.4, ,3.0, ,71.7, ,61.3, 
83,4/26/2022,116,0.19,R,0.01,H,590, ,11.5, ,71.7, ,38.3, ,57.2, ,95, ,51, ,72, ,48.3, ,3.4, ,81.0, ,65.4, 
83,4/27/2022,117,0.18, ,0, ,626, ,9.2, ,69.4, ,30.6, ,50.1, ,97, ,47, ,75, ,42.4, ,2.9, ,69.8, ,61.9, 
83,4/28/2022,118,0.19, ,0, ,650, ,9.0, ,66.5, ,35.7, ,52.0, ,90, ,46, ,68, ,41.7, ,4.0, ,95.2, ,61.4, 
83,4/29/2022,119,0.17, ,0, ,568, ,9.6, ,74.6, ,32.7, ,53.2, ,96, ,43, ,69, ,43.5, ,2.6, ,61.4, ,61.2, 
83,4/30/2022,120,0.21, ,0, ,642, ,11.1, ,72.7, ,38.5, ,55.8, ,96, ,53, ,73, ,47.2, ,4.8, ,114.1, ,62.0, 
