139,4/1/2022,91,--,N,0, ,588,R,8.6, ,78.4, ,47.0, ,62.6, ,71, ,22, ,44, ,40.5, ,3.2, ,77.7, ,57.7, 
139,4/2/2022,92,--,N,0, ,574, ,6.8, ,80.5, ,48.0, ,64.7, ,91, ,10, ,33, ,34.6, ,5.0, ,119.9, ,58.2, 
139,4/3/2022,93,--,N,0, ,589,R,5.4, ,83.3, ,43.0, ,67.1, ,73, ,8, ,24, ,29.2, ,4.7, ,113.0, ,58.3, 
139,4/4/2022,94,--,N,0, ,398, ,8.8, ,76.1, ,54.0, ,63.4, ,55, ,35, ,44, ,41.2, ,6.7, ,160.6, ,58.6, 
139,4/5/2022,95,--,N,0, ,608,R,5.4, ,74.8, ,48.4, ,61.2, ,67, ,8, ,29, ,28.8, ,4.2, ,100.1, ,58.3, 
139,4/6/2022,96,--,N,0, ,607,R,4.9, ,86.3, ,48.8, ,68.3, ,48, ,9, ,21, ,26.6, ,4.1, ,99.1, ,58.2, 
139,4/7/2022,97,--,N,0, ,589, ,9.6, ,86.6, ,46.0, ,66.9, ,82, ,20, ,43, ,43.4, ,2.9, ,68.6, ,59.3, 
139,4/8/2022,98,--,N,0, ,586, ,10, ,89.4,Y,48.7, ,70.3,Y,95, ,16, ,40,Y,44.6,Y,3.2, ,77.6, ,61.0, 
139,4/9/2022,99,--,N,0, ,643,R,3.3,Y,77.8, ,47.6, ,65.8, ,69, ,3, ,15,Y,17.0,Y,6.1, ,145.3, ,61.3, 
139,4/10/2022,100,--,N,0, ,579, ,3.7,Y,75.1, ,54.9, ,63.5, ,42, ,9, ,18,Y,19.6,Y,7.3,Y,174.0,Y,60.1, 
139,4/11/2022,101,--,N,0, ,527, ,6.4, ,62.1, ,45.4, ,53.7, ,100, ,23, ,46, ,33.2, ,7.0,Y,167.2,Y,59.3, 
139,4/12/2022,102,--,N,0, ,639,R,4.7, ,63.4, ,43.0, ,52.1, ,52, ,20, ,35, ,25.5, ,5.7, ,135.6, ,57.7, 
139,4/13/2022,103,--,N,0, ,390, ,6.5, ,61.3, ,43.4, ,52.4, ,71, ,38, ,48, ,33.4, ,5.3, ,126.2, ,56.9, 
139,4/14/2022,104,--,N,0, ,307, ,12.9, ,62.3, ,50.8, ,54.7, ,100, ,69, ,88, ,51.3, ,6.2, ,149.5, ,56.6, 
139,4/15/2022,105,--,N,0, ,615, ,8.5, ,69.4, ,41.6, ,57.4, ,100, ,23, ,53, ,40.3, ,4.0, ,95.3, ,57.0, 
139,4/16/2022,106,--,N,0.46, ,505, ,11.6, ,69.1, ,38.7, ,57.0, ,100, ,46, ,73, ,48.5, ,4.7, ,112.6, ,57.8, 
139,4/17/2022,107,--,N,0, ,669,R,6.4, ,71.6, ,36.0, ,54.1, ,93, ,12, ,45, ,33.2, ,3.6, ,85.4, ,57.7, 
139,4/18/2022,108,--,N,0, ,557, ,9.5, ,69.7, ,36.7, ,55.4, ,99, ,39, ,63, ,43.2, ,5.5, ,131.8, ,57.5, 
139,4/19/2022,109,--,N,0.01, ,471, ,10.2, ,67.4, ,45.8, ,57.3, ,100, ,35, ,64, ,45.1, ,4.0, ,95.2, ,58.1, 
139,4/20/2022,110,--,N,0.04, ,490, ,10.6, ,68.2, ,42.3, ,55.7, ,100, ,37, ,70, ,46.2, ,5.6, ,135.2, ,58.0, 
139,4/21/2022,111,--,N,0.02, ,495, ,10.0, ,66.2, ,45.7, ,56.0, ,95, ,35, ,65, ,44.4, ,4.9, ,118.0, ,58.1, 
139,4/22/2022,112,--,N,0.01, ,472, ,9.7, ,66.7, ,40.5, ,54.5, ,100, ,42, ,67, ,43.7, ,3.2, ,77.8, ,58.0, 
139,4/23/2022,113,--,N,0, ,665,R,7.9, ,76.1, ,43.0, ,62.0, ,100, ,12, ,41, ,38.3, ,4.3, ,102.1, ,58.4, 
139,4/24/2022,114,--,N,0, ,651, ,8.2, ,79.3, ,42.4, ,65.3, ,89, ,24, ,39, ,39.4, ,3.7, ,88.0, ,59.0, 
139,4/25/2022,115,--,N,0, ,641, ,9.7, ,80.3, ,46.5, ,63.6, ,99, ,23, ,48, ,43.6, ,3.3, ,78.7, ,60.3, 
139,4/26/2022,116,--,N,0, ,644, ,8.9, ,77.9, ,56.1, ,66.1, ,58, ,27, ,41, ,41.5, ,5.0, ,120.8, ,61.3, 
139,4/27/2022,117,--,N,0, ,651, ,8.5, ,74.8, ,48.4, ,61.7, ,71, ,27, ,45, ,40.3, ,4.2, ,99.6, ,61.4, 
139,4/28/2022,118,--,N,0.01,H,680,R,7.7, ,72.2, ,46.6, ,58.7, ,64, ,28, ,46, ,37.9, ,4.8, ,116.2, ,61.5, 
139,4/29/2022,119,--,N,0, ,581, ,6.7, ,79.1, ,48.1, ,64.7, ,59, ,16, ,32, ,34.2, ,3.5, ,84.1, ,61.5, 
139,4/30/2022,120,--,N,0, ,647, ,9.9, ,78.4, ,51.6, ,66.9, ,70, ,31, ,44, ,44.3, ,5.8, ,138.5, ,61.8, 
