183,4/1/2022,91,--,N,0, ,582, ,5.4, ,76.1, ,46.5, ,60.5, ,47, ,16, ,30, ,29.1, ,6.8, ,163.9, ,57.0, 
183,4/2/2022,92,--,N,0, ,572, ,6.8, ,79.5, ,45.3, ,62.2, ,62, ,16, ,36, ,34.7, ,4.7, ,113.8, ,57.8, 
183,4/3/2022,93,--,N,0, ,328, ,6.3, ,70.8, ,49.6, ,60.7, ,63, ,19, ,35, ,32.6, ,8.7, ,208.2, ,58.7, 
183,4/4/2022,94,--,N,0, ,596, ,5.8, ,82.7, ,41.6, ,60.9, ,70, ,11, ,32, ,30.6, ,3.1, ,74.5, ,57.9, 
183,4/5/2022,95,--,N,0, ,599, ,6.5, ,81.6, ,48.1, ,66.0, ,58, ,14, ,30, ,33.7, ,7.9, ,189.9, ,59.2, 
183,4/6/2022,96,--,N,0, ,608, ,5.0, ,83.2, ,48.1, ,63.4, ,43, ,11, ,25, ,27.3, ,5.4, ,130.2, ,60.2, 
183,4/7/2022,97,--,N,0, ,607, ,5.6, ,84.4, ,44.7, ,63.2, ,63, ,9, ,28, ,30.0, ,3.7, ,88.4, ,60.5, 
183,4/8/2022,98,--,N,0, ,614, ,6.0, ,86.1, ,45.6, ,64.3, ,68, ,10, ,29, ,31.6, ,5.9, ,141.1, ,60.9, 
183,4/9/2022,99,--,N,0, ,633, ,5.9, ,81.6, ,46.5, ,65.6, ,69, ,12, ,28, ,31.3, ,11.0, ,263.3, ,61.4, 
183,4/10/2022,100,--,N,0, ,612, ,3.6, ,73.2, ,44.9, ,57.1, ,46, ,13, ,23, ,19.4, ,10.5, ,250.9, ,60.3, 
183,4/11/2022,101,--,N,0, ,405, ,4.6, ,73.1, ,41.1, ,54.4, ,58, ,16, ,32, ,25.3, ,12.5, ,300.0, ,59.3, 
183,4/12/2022,102,--,N,0, ,647,R,2.3, ,55.6, ,34.5, ,44.9, ,32, ,13, ,23, ,9.2, ,12.9, ,308.8, ,55.9, 
183,4/13/2022,103,--,N,0, ,630, ,3.1, ,60.7, ,33.1, ,47.8, ,52, ,12, ,28, ,16.2, ,6.1, ,146.2, ,54.4, 
183,4/14/2022,104,--,N,0, ,625, ,4.7, ,73.0, ,36.2, ,54.6, ,64, ,16, ,32, ,25.6, ,6.8, ,163.2, ,54.8, 
183,4/15/2022,105,--,N,0, ,633, ,5.7, ,72.8, ,42.1, ,59.2, ,61, ,19, ,33, ,30.2, ,6.0, ,143.8, ,56.6, 
183,4/16/2022,106,--,N,0, ,651, ,5.0, ,73.2, ,50.4, ,62.2, ,38, ,17, ,26, ,27.1, ,14.2, ,339.6, ,58.5, 
183,4/17/2022,107,--,N,0, ,647, ,5.0, ,79.8, ,40.9, ,60.3, ,62, ,13, ,28, ,26.9, ,5.4, ,129.0, ,58.6, 
183,4/18/2022,108,--,N,0, ,679,R,4.6, ,84.1, ,44.1, ,65.5, ,59, ,11, ,22, ,25.3, ,9.8, ,234.4, ,59.5, 
183,4/19/2022,109,--,N,0, ,388, ,4.0, ,75.5, ,53.5, ,68.2, ,36, ,9, ,17, ,21.8, ,18.7, ,449.4, ,61.0, 
183,4/20/2022,110,--,N,0, ,653, ,5.1, ,77.7, ,43.5, ,61.6, ,64, ,11, ,27, ,27.5, ,8.8, ,211.6, ,60.3, 
183,4/21/2022,111,--,N,0, ,408, ,4.2, ,68.6, ,50.1, ,59.3, ,38, ,17, ,24, ,22.9, ,22.6,Y,542.3,Y,60.1, 
183,4/22/2022,112,--,N,0, ,688,R,4.8, ,64.2, ,44.7, ,54.1, ,60, ,18, ,33, ,25.9, ,11.8, ,282.0, ,58.2, 
183,4/23/2022,113,--,N,0, ,666, ,4.3, ,68.2, ,43.9, ,55.8, ,49, ,14, ,28, ,23.5, ,11.3, ,270.3, ,57.7, 
183,4/24/2022,114,--,N,0, ,665, ,3.9, ,71.4, ,45.4, ,58.3, ,41, ,12, ,24, ,21.4, ,7.9, ,188.4, ,58.3, 
183,4/25/2022,115,--,N,0, ,630, ,4.7, ,74.3, ,41.6, ,60.4, ,61, ,11, ,26, ,25.8, ,7.2, ,172.7, ,59.3, 
183,4/26/2022,116,--,N,0.02,H,636, ,5.6, ,80.7, ,50.4, ,67.6, ,50, ,15, ,24, ,29.9, ,8.5, ,204.0, ,60.8, 
183,4/27/2022,117,--,N,0, ,647, ,5.7, ,82.7, ,48.6, ,65.9, ,63, ,13, ,26, ,30.5, ,6.1, ,146.0, ,62.2, 
183,4/28/2022,118,--,N,0, ,691, ,4.0, ,77.7, ,47.3, ,64.0, ,40, ,8, ,20, ,21.7, ,10.1, ,242.6, ,63.0, 
183,4/29/2022,119,--,N,0, ,690, ,4.0, ,77.3, ,44.2, ,60.8, ,41, ,9, ,22, ,21.6, ,6.8, ,162.5, ,62.3, 
183,4/30/2022,120,--,N,0, ,680, ,5.0, ,85.4, ,45.4, ,63.8, ,57, ,7, ,25, ,26.9, ,9.4, ,224.4, ,62.6, 
