124,4/1/2022,91,0.18, ,0, ,565, ,10.2, ,77.7, ,42.7, ,61.2, ,95, ,29, ,55, ,45.2, ,3.5, ,82.8, ,61.3, 
124,4/2/2022,92,0.20, ,0, ,551, ,10.8, ,78.2, ,47.4, ,64.1, ,86, ,36, ,53, ,46.6, ,4.7, ,113.8, ,62.0, 
124,4/3/2022,93,0.24, ,0, ,561, ,7.7, ,83.8, ,47.1, ,67.0, ,81, ,15, ,34, ,37.7, ,5.8, ,140.2, ,62.6, 
124,4/4/2022,94,0.20, ,0, ,548, ,10.4, ,77.3, ,48.1, ,63.2, ,73, ,37, ,53, ,45.5, ,5.9, ,141.7, ,62.7, 
124,4/5/2022,95,0.22, ,0, ,576, ,9.0, ,73.7, ,47.7, ,61.1, ,91, ,27, ,49, ,41.7, ,6.8, ,162.5, ,63.0, 
124,4/6/2022,96,0.22, ,0, ,583, ,7.8, ,81.8, ,50.8, ,65.2, ,49, ,26, ,37, ,38.2, ,4.6, ,109.9, ,62.7, 
124,4/7/2022,97,0.21, ,0, ,576, ,11.3, ,93.7,Y,47.8, ,71.1,Y,70, ,22, ,43,Y,47.7,Y,3.1, ,73.4, ,63.8, 
124,4/8/2022,98,0.24,R,0, ,580, ,12.1, ,94.8,Y,55.0, ,75.0,R,69, ,22, ,--,R,--,I,4.0, ,96.5, ,65.9, 
124,4/9/2022,99,0.30, ,0, ,608, ,6.3, ,77.8, ,48.1, ,65.2, ,72, ,13, ,30, ,32.6, ,10.4, ,250.0, ,66.0, 
124,4/10/2022,100,0.26, ,0, ,577, ,5.3, ,74.2, ,48.2, ,61.5, ,52, ,19, ,29, ,28.7, ,8.4, ,202.2, ,64.1, 
124,4/11/2022,101,0.15, ,0, ,389, ,7.4, ,67.3, ,41.1, ,54.6, ,69, ,25, ,51, ,36.7, ,7.0, ,168.2, ,63.3, 
124,4/12/2022,102,0.20, ,0, ,606, ,5.3, ,65.7, ,39.8, ,52.6, ,59, ,26, ,39, ,28.3, ,6.8, ,162.7, ,61.7, 
124,4/13/2022,103,0.19, ,0, ,580, ,6.4, ,67.4, ,35.3, ,53.2, ,78, ,27, ,47, ,33.3, ,5.0, ,120.9, ,61.5, 
124,4/14/2022,104,0.15, ,0, ,424, ,9.3, ,70.3, ,44.7, ,56.9, ,79, ,43, ,58, ,42.5, ,5.3, ,126.1, ,62.1, 
124,4/15/2022,105,0.20, ,0, ,572, ,10.2, ,77.1, ,43.2, ,61.1, ,86, ,38, ,55, ,45.0, ,4.2, ,101.8, ,62.4, 
124,4/16/2022,106,0.18, ,0.13, ,549, ,11.6, ,72.6, ,49.3, ,61.4, ,90, ,41, ,63, ,48.5, ,4.8, ,115.6, ,63.8, 
124,4/17/2022,107,0.20, ,0, ,637, ,9.4, ,77.9, ,43.9, ,60.0, ,92, ,25, ,53, ,42.9, ,4.1, ,98.8, ,63.7, 
124,4/18/2022,108,0.18, ,0, ,525, ,9.4, ,75.1, ,42.2, ,59.5, ,86, ,34, ,54, ,43.0, ,5.4, ,130.7, ,63.9, 
124,4/19/2022,109,0.16, ,0, ,446, ,11.5, ,72.8, ,47.2, ,59.9, ,90, ,49, ,65, ,48.2, ,5.8, ,139.0, ,64.0, 
124,4/20/2022,110,0.21, ,0, ,631, ,9.1, ,76.2, ,42.4, ,59.8, ,86, ,30, ,52, ,42.2, ,4.2, ,101.5, ,63.8, 
124,4/21/2022,111,0.06, ,0.16, ,225, ,12.5, ,63.0, ,50.9, ,56.7, ,95, ,46, ,80, ,50.4, ,3.4, ,81.3, ,64.2, 
124,4/22/2022,112,0.17, ,0.08, ,550, ,10.7, ,67.6, ,48.3, ,56.6, ,97, ,47, ,69, ,46.4, ,4.5, ,107.9, ,63.3, 
124,4/23/2022,113,0.22, ,0, ,644, ,9.8, ,75.7, ,40.7, ,59.6, ,94, ,32, ,56, ,43.9, ,4.8, ,114.8, ,62.9, 
124,4/24/2022,114,0.23, ,0, ,647, ,8.9, ,82.4, ,44.7, ,64.6, ,83, ,22, ,43, ,41.5, ,3.6, ,87.2, ,63.4, 
124,4/25/2022,115,0.24, ,0, ,632, ,9.1, ,86.2, ,45.1, ,67.5, ,74, ,21, ,40, ,42.1, ,3.9, ,93.8, ,64.7, 
124,4/26/2022,116,0.24, ,0, ,605, ,9.5, ,79.8, ,47.8, ,63.8, ,72, ,29, ,47, ,43.3, ,5.6, ,134.2, ,65.8, 
124,4/27/2022,117,0.23, ,0, ,640, ,7.6, ,79.4, ,38.4, ,60.0, ,75, ,18, ,43, ,37.6, ,4.3, ,103.7, ,65.2, 
124,4/28/2022,118,0.24, ,0, ,661, ,7.5, ,72.2, ,45.5, ,59.7, ,66, ,30, ,43, ,37.0, ,7.1, ,171.3, ,65.0, 
124,4/29/2022,119,0.24, ,0, ,659, ,7.9, ,78.2, ,43.7, ,62.0, ,81, ,23, ,42, ,38.6, ,4.9, ,118.2, ,64.8, 
124,4/30/2022,120,0.25, ,0, ,639, ,10.1, ,84.1, ,43.8, ,64.6, ,71, ,30, ,49, ,44.9, ,5.6, ,135.6, ,65.3, 
