211,4/1/2022,91,0.18, ,0, ,682,R,10.2, ,75.8, ,47.9, ,62.8, ,98, ,31, ,52, ,45.1, ,5.4, ,129.7, ,63.5, 
211,4/2/2022,92,0.20, ,0, ,580, ,9.7, ,80.0, ,39.4, ,58.1, ,95, ,27, ,59, ,43.7, ,4.4, ,104.6, ,62.4, 
211,4/3/2022,93,0.21, ,0, ,590, ,9.2, ,80.5, ,43.3, ,57.7, ,97, ,14, ,56, ,42.4, ,5.4, ,130.5, ,63.4, 
211,4/4/2022,94,0.22, ,0, ,552, ,10.0, ,73.5, ,40.5, ,56.8, ,85, ,39, ,63, ,44.4, ,9.7,Y,231.7,Y,62.1, 
211,4/5/2022,95,0.24, ,0, ,601,R,9.8, ,76.7, ,48.6, ,60.9, ,90, ,26, ,54, ,44.0, ,9.3,Y,222.1,Y,62.8, 
211,4/6/2022,96,0.23, ,0, ,611,R,7.4, ,88.1,Y,40.3, ,64.5, ,81, ,14, ,36, ,36.7, ,4.2, ,99.9, ,63.6, 
211,4/7/2022,97,0.23,R,0, ,608,R,8.0, ,97.4,R,44.6, ,69.5,Y,70, ,11, ,32,Y,38.7,Y,3.4, ,80.4, ,66.3,Y
211,4/8/2022,98,0.28,R,0, ,611, ,8.6, ,93.9,Y,48.6, ,69.1,R,67,H,12,H,--,R,--,I,7.0, ,167.3, ,68.0,Y
211,4/9/2022,99,0.27, ,0, ,635,R,7.8, ,80.2, ,41.1, ,60.7, ,78, ,19, ,43, ,38.1, ,8.0, ,192.8, ,66.6,Y
211,4/10/2022,100,0.25, ,0, ,608, ,6.1, ,74.9, ,37.4, ,56.1, ,76, ,14, ,40, ,32.0, ,7.7, ,185.4, ,64.4, 
211,4/11/2022,101,0.15, ,0, ,376, ,7.5, ,61.6, ,40.5, ,50.2, ,91, ,24, ,60, ,37.0, ,9.8,Y,234.1,Y,61.6, 
211,4/12/2022,102,0.24, ,0, ,656,R,5.6,Y,63.8, ,41.0, ,50.9, ,68, ,21, ,44,Y,30.0,Y,10.9,Y,262.4,Y,59.5, 
211,4/13/2022,103,0.18, ,0, ,607, ,7.1, ,65.2, ,37.5, ,52.0, ,75, ,35, ,54, ,35.8, ,4.8, ,114.8, ,60.2, 
211,4/14/2022,104,0.11, ,0, ,335, ,10.1, ,62.4, ,49.3, ,55.4, ,89, ,55, ,68, ,44.9, ,5.1, ,123.3, ,61.5, 
211,4/15/2022,105,0.19, ,0, ,603, ,10.9, ,71.8, ,49.7, ,57.8, ,97, ,39, ,67, ,46.8, ,5.3, ,127.9, ,65.0,H
211,4/16/2022,106,0.11, ,0.65, ,392, ,12.2, ,64.4, ,47.1, ,55.1, ,96, ,68, ,82, ,49.9, ,5.5, ,131.9, ,--,S
211,4/17/2022,107,0.20, ,0, ,670,R,9.0, ,74.3, ,42.7, ,54.8, ,92, ,23, ,62, ,41.9, ,4.8, ,116.1, ,61.9, 
211,4/18/2022,108,0.18, ,0, ,563, ,9.4, ,70.7, ,38.6, ,55.3, ,94, ,36, ,63, ,42.8, ,4.7, ,113.7, ,62.1, 
211,4/19/2022,109,0.15, ,0.01, ,470, ,11.6, ,67.8, ,48.1, ,58.5, ,94, ,41, ,69, ,48.4, ,5.2, ,123.9, ,63.7, 
211,4/20/2022,110,0.20, ,0, ,655,R,9.1, ,69.2, ,42.5, ,56.4, ,90, ,35, ,59, ,42.1, ,4.7, ,111.8, ,63.7, 
211,4/21/2022,111,0.07, ,0.44, ,250, ,11.8, ,61.3, ,49.8, ,55.4, ,94, ,60, ,79, ,48.9, ,4.9, ,117.4, ,--,S
211,4/22/2022,112,0.15, ,0.21, ,512, ,10.8, ,64.5, ,48.1, ,54.8, ,96, ,54, ,74, ,46.7, ,5.2, ,124.3, ,--,S
211,4/23/2022,113,0.20, ,0, ,609, ,10.1, ,73.5, ,42.3, ,57.7, ,96, ,40, ,62, ,44.7, ,5.2, ,124.0, ,63.3,H
211,4/24/2022,114,0.23, ,0, ,661, ,9.3, ,81.6, ,41.8, ,61.5, ,93, ,22, ,50, ,42.7, ,5.1, ,122.9, ,64.3, 
211,4/25/2022,115,0.25, ,0, ,657, ,9.6, ,83.2, ,44.9, ,62.0, ,88, ,20, ,50, ,43.3, ,6.6, ,159.0, ,66.0, 
211,4/26/2022,116,0.22, ,0, ,636, ,9.6, ,72.7, ,46.2, ,58.2, ,89, ,36, ,58, ,43.4, ,6.0, ,143.0, ,66.1, 
211,4/27/2022,117,0.20, ,0, ,597, ,8.9, ,69.5, ,41.0, ,55.1, ,91, ,38, ,60, ,41.6, ,6.1, ,146.8, ,66.3,H
211,4/28/2022,118,0.24, ,0, ,660, ,8.1, ,68.5, ,40.3, ,54.8, ,83, ,33, ,55, ,39.0, ,8.4, ,201.7, ,64.0, 
211,4/29/2022,119,0.26, ,0, ,685,R,7.8, ,78.0, ,38.4, ,58.2, ,88, ,24, ,47, ,38.0, ,6.3, ,152.4, ,64.0, 
211,4/30/2022,120,0.27, ,0, ,676, ,9.8, ,77.8, ,41.3, ,59.1, ,79, ,38, ,57, ,43.9, ,9.0, ,216.3, ,64.7, 
