250,4/1/2022,91,0.19, ,0, ,579,R,8.4, ,81.4, ,39.1, ,60.2, ,85, ,20, ,47, ,40.1, ,4.2, ,100.1, ,56.8, 
250,4/2/2022,92,0.26, ,0, ,584,R,7.2, ,80.6, ,43.7, ,61.0, ,95, ,11, ,39, ,36.1, ,8.2, ,196.0, ,57.2, 
250,4/3/2022,93,0.21, ,0, ,546, ,6.6, ,82.7, ,37.4, ,60.4, ,86, ,15, ,37, ,34.0, ,5.5, ,131.6, ,56.8, 
250,4/4/2022,94,0.17, ,0, ,450, ,10.3, ,73.4, ,46.6, ,58.8, ,80, ,45, ,60, ,45.2, ,7.2, ,173.0, ,57.0, 
250,4/5/2022,95,0.24, ,0, ,607,R,5.7, ,74.9, ,42.7, ,58.0, ,78, ,12, ,35, ,30.4, ,8.1, ,195.4, ,56.9, 
250,4/6/2022,96,0.30, ,0, ,605,R,5.3, ,88.4, ,50.0, ,68.0, ,52, ,12, ,23, ,28.4, ,9.2, ,220.8, ,56.9, 
250,4/7/2022,97,0.20, ,0, ,587, ,8.9, ,92.5,Y,44.1, ,66.8, ,72, ,17, ,39, ,41.4, ,3.2, ,76.6, ,57.6, 
250,4/8/2022,98,0.22, ,0, ,570, ,9.8, ,92.5,Y,47.1, ,68.4, ,84, ,21, ,41, ,44.0, ,4.1, ,98.3, ,58.7, 
250,4/9/2022,99,0.43, ,0, ,638,R,3.3,Y,76.3, ,57.3,Y,65.8, ,27, ,7, ,15,Y,16.9,Y,19.9,R,477.8,R,58.6, 
250,4/10/2022,100,0.30, ,0, ,584, ,4.8, ,75.5, ,50.4, ,61.8, ,56, ,14, ,25, ,26.1, ,12.9,R,308.4,R,57.4, 
250,4/11/2022,101,0.25, ,0, ,640,R,5.8, ,62.7, ,36.1, ,54.1, ,68, ,20, ,40, ,30.6, ,12.7,R,304.0,R,57.2, 
250,4/12/2022,102,0.16, ,0, ,550, ,4.7,Y,62.7, ,28.0,Y,47.8, ,76, ,26, ,42,Y,25.6,Y,4.9, ,118.7, ,55.7, 
250,4/13/2022,103,0.19, ,0, ,530, ,6.8, ,63.7, ,36.8, ,51.4, ,74, ,35, ,53, ,34.6, ,9.0, ,216.5, ,55.1, 
250,4/14/2022,104,0.13, ,0, ,313, ,11.1, ,65.1, ,50.3, ,56.9, ,83, ,61, ,70, ,47.3, ,14.0,R,335.4,R,55.6, 
250,4/15/2022,105,0.16, ,0, ,475, ,8.3, ,69.4, ,35.2, ,55.5, ,95, ,26, ,55, ,39.8, ,5.5, ,132.2, ,56.0, 
250,4/16/2022,106,0.21, ,0.14, ,576, ,10.6, ,72.1, ,42.8, ,58.9, ,98, ,25, ,62, ,46.1, ,10.1,Y,242.4,Y,56.9, 
250,4/17/2022,107,0.22, ,0, ,662,R,6.8, ,73.0, ,36.2, ,55.0, ,99, ,21, ,46, ,34.6, ,6.0, ,143.0, ,56.6, 
250,4/18/2022,108,0.17, ,0, ,439, ,9.2, ,69.4, ,36.9, ,55.3, ,92, ,34, ,62, ,42.3, ,9.0, ,215.3, ,56.4, 
250,4/19/2022,109,0.20, ,0, ,515, ,8.6, ,69.6, ,46.7, ,57.7, ,80, ,35, ,52, ,40.5, ,8.7, ,209.1, ,56.8, 
250,4/20/2022,110,0.12, ,0, ,302, ,10.0, ,66.5, ,43.1, ,56.3, ,85, ,49, ,64, ,44.5, ,11.8,R,283.5,R,56.4, 
250,4/21/2022,111,0.17, ,0.09, ,483, ,9.0, ,66.9, ,47.8, ,56.0, ,84, ,36, ,59, ,41.8, ,8.4, ,201.6, ,56.5, 
250,4/22/2022,112,0.18, ,0, ,796,R,8.6, ,70.6, ,44.2, ,59.8, ,100, ,34, ,49, ,40.5, ,3.3, ,79.2, ,56.8, 
250,4/23/2022,113,0.26, ,0, ,668,R,6.8, ,79.3, ,38.9, ,59.3, ,93, ,13, ,40, ,34.7, ,6.8, ,163.2, ,56.4, 
250,4/24/2022,114,0.24, ,0, ,649, ,7.4, ,85.0, ,39.7, ,63.6, ,73, ,16, ,37, ,36.7, ,4.4, ,106.6, ,56.6, 
250,4/25/2022,115,0.24, ,0, ,618, ,9.4, ,82.0, ,47.1, ,65.2, ,84, ,25, ,44, ,43.0, ,5.6, ,134.2, ,58.1, 
250,4/26/2022,116,0.22, ,0, ,653, ,10.1, ,84.6, ,50.9, ,65.4, ,74, ,25, ,47, ,44.9, ,5.1, ,123.4, ,59.3, 
250,4/27/2022,117,0.23, ,0, ,637, ,9.5, ,76.9, ,45.7, ,61.7, ,90, ,25, ,50, ,43.1, ,5.5, ,132.7, ,59.5, 
250,4/28/2022,118,0.21, ,0, ,663, ,8.4, ,72.8, ,44.2, ,58.4, ,84, ,30, ,50, ,40.0, ,5.4, ,129.6, ,59.2, 
250,4/29/2022,119,0.24, ,0, ,651, ,6.2, ,82.3, ,38.5, ,61.8, ,86, ,12, ,33, ,32.3, ,4.9, ,117.1, ,58.8, 
250,4/30/2022,120,0.25, ,0, ,657, ,9.7, ,80.1, ,44.9, ,63.7, ,72, ,32, ,48, ,43.9, ,6.4, ,154.2, ,59.4, 
