150,4/1/2022,91,0.13,R,0, ,472, ,13.1, ,67.0, ,54.4, ,59.8, ,90, ,56, ,75, ,51.8, ,1.2, ,28.7, ,63.6, 
150,4/2/2022,92,0.01,R,0.02, ,110, ,14.8, ,61.3, ,55.1, ,58.1, ,95, ,83, ,90, ,55.1, ,1.0, ,24.1, ,63.2, 
150,4/3/2022,93,0.03,R,0.04, ,170, ,14.6, ,61.6, ,55.6, ,57.9, ,98, ,78, ,89, ,54.7, ,2.1, ,50.8, ,62.6, 
150,4/4/2022,94,0.16,R,0, ,559, ,13.6, ,67.5, ,49.2, ,59.2, ,96, ,65, ,79, ,52.8, ,2.7, ,64.4, ,63.8, 
150,4/5/2022,95,0.16,R,0.00, ,568, ,14.1, ,73.6, ,48.1, ,59.7, ,99, ,51, ,81, ,53.8, ,1.7, ,41.2, ,64.1, 
150,4/6/2022,96,0.17,R,0.00, ,541, ,15.6, ,84.1,Y,50.6, ,64.4, ,100, ,43, ,75, ,56.5, ,1.8, ,42.5, ,65.4, 
150,4/7/2022,97,0.17,R,0.01, ,606, ,8.7, ,--,S,46.5, ,--,S,100,H,9,H,--,Q,--,Q,3.2, ,76.7, ,66.6, 
150,4/8/2022,98,0.16,R,0, ,621, ,5.5,Y,--,S,55.8, ,--,S,40,H,8,H,--,Q,--,Q,2.7, ,65.3, ,67.1, 
150,4/9/2022,99,0.19,R,0, ,599, ,12.2, ,79.5, ,56.2, ,65.6,Y,85, ,33, ,56,Y,49.8,Y,2.4, ,56.8, ,67.5, 
150,4/10/2022,100,0.06,R,0, ,254, ,13.6, ,65.2, ,55.8, ,59.9, ,88, ,68, ,77, ,52.7, ,2.0, ,47.1, ,66.8, 
150,4/11/2022,101,0.16, ,0, ,510, ,12.3, ,66.2, ,54.2, ,59.8, ,80, ,57, ,70, ,50.0, ,4.6, ,110.3, ,66.4, 
150,4/12/2022,102,0.18, ,0, ,586, ,8.9, ,65.3, ,48.6, ,56.9, ,79, ,32, ,56, ,41.5, ,3.7, ,87.7, ,66.2, 
150,4/13/2022,103,0.19, ,0, ,638, ,8.0, ,66.6, ,45.2, ,55.5, ,80, ,25, ,53, ,38.7, ,3.0, ,72.2, ,65.1, 
150,4/14/2022,104,0.18,R,0, ,633, ,9.9, ,70.0, ,42.4, ,56.4, ,87, ,39, ,63, ,44.2, ,2.3, ,55.5, ,64.7, 
150,4/15/2022,105,0.18,R,0, ,627, ,11.8, ,70.2, ,46.6, ,58.6, ,93, ,48, ,71, ,49.0, ,2.7, ,65.4, ,65.5, 
150,4/16/2022,106,0.16, ,0.06, ,530, ,13.2, ,67.9, ,55.6, ,60.0, ,97, ,58, ,75, ,51.9, ,3.5, ,84.4, ,67.3, 
150,4/17/2022,107,0.18, ,0.01, ,621, ,14.1, ,68.1, ,52.6, ,59.8, ,97, ,64, ,80, ,53.7, ,3.4, ,81.5, ,67.9, 
150,4/18/2022,108,0.18,R,0, ,625, ,13.9, ,73.3, ,50.2, ,60.8, ,96, ,47, ,76, ,53.3, ,2.5, ,59.5, ,67.8, 
150,4/19/2022,109,0.19,R,0.00, ,626, ,13.8, ,72.1, ,52.8, ,60.4, ,100, ,44, ,77, ,53.1, ,2.9, ,69.2, ,68.5, 
150,4/20/2022,110,0.17, ,0.00, ,567, ,12.3, ,69.0, ,51.2, ,59.3, ,93, ,44, ,71, ,49.9, ,2.7, ,65.2, ,69.0, 
150,4/21/2022,111,0.18,R,0, ,637, ,11.9, ,69.0, ,47.2, ,58.4, ,95, ,38, ,72, ,49.2, ,2.8, ,68.1, ,67.3, 
150,4/22/2022,112,0.13, ,0.14, ,454, ,12.1, ,63.8, ,47.5, ,57.1, ,92, ,60, ,76, ,49.5, ,3.6, ,87.2, ,66.3, 
150,4/23/2022,113,0.19,R,0, ,646, ,10.9, ,68.4, ,45.1, ,57.6, ,93, ,50, ,67, ,46.9, ,3.2, ,77.9, ,64.9, 
150,4/24/2022,114,0.23,R,0, ,646, ,8.5, ,82.8, ,47.4, ,65.3, ,80, ,19, ,40, ,40.3, ,2.9, ,69.8, ,66.0, 
150,4/25/2022,115,0.24,R,0, ,660, ,6.4,Y,86.7,Y,50.0, ,68.4, ,53, ,10, ,27,Y,33.2,Y,2.6, ,63.4, ,67.0, 
150,4/26/2022,116,0.20,R,0, ,628, ,10.4, ,80.9, ,49.2, ,64.1, ,86, ,23, ,51, ,45.5, ,1.5, ,35.2, ,67.7, 
150,4/27/2022,117,0.17,R,0, ,594, ,12.5, ,68.6, ,54.5, ,59.6, ,82, ,59, ,72, ,50.4, ,1.7, ,40.9, ,69.6, 
150,4/28/2022,118,0.12,R,0, ,429, ,12.0, ,66.0, ,54.1, ,58.5, ,84, ,57, ,72, ,49.3, ,2.1, ,50.1, ,68.6, 
150,4/29/2022,119,0.19,R,0, ,648, ,11.6, ,68.6, ,48.3, ,59.3, ,89, ,50, ,67, ,48.4, ,2.5, ,60.6, ,68.7, 
150,4/30/2022,120,0.20,R,0, ,656, ,13.1, ,73.3, ,48.7, ,60.4, ,94, ,50, ,73, ,51.7, ,2.0, ,48.8, ,69.5, 
