197,4/1/2022,91,0.19, ,0, ,615,R,11.5,Y,81.2, ,39.9, ,62.4, ,94, ,31, ,60,Y,48.2,Y,4.7, ,112.6, ,54.8, 
197,4/2/2022,92,0.21, ,0, ,609, ,13.0,Y,76.1, ,51.2, ,62.6, ,88, ,45, ,67,Y,51.5,Y,8.1, ,194.8, ,55.5, 
197,4/3/2022,93,0.22, ,0, ,597, ,10.6, ,75.7, ,52.8,Y,62.5, ,87, ,33, ,55, ,46.0, ,8.9, ,213.3, ,55.8, 
197,4/4/2022,94,0.26, ,0, ,548, ,8.1, ,98.5,R,42.1, ,65.9, ,57, ,26, ,37, ,39.1, ,10.1, ,241.8, ,55.6, 
197,4/5/2022,95,0.26, ,0, ,628,R,12.0,Y,81.8, ,48.7, ,68.3,Y,74, ,38, ,51,Y,49.5,Y,9.6, ,230.9, ,55.3, 
197,4/6/2022,96,0.22, ,0, ,640,R,10.7, ,97.6,Y,40.6, ,65.1, ,90, ,27, ,51, ,46.4, ,4.5, ,107.9, ,55.7, 
197,4/7/2022,97,0.24, ,0, ,654,R,8.3, ,--,S,37.7, ,64.8, ,70, ,20, ,40, ,39.7, ,5.2, ,125.8, ,55.9, 
197,4/8/2022,98,0.23, ,0, ,659,R,6.6, ,89.7,Y,37.6, ,67.4, ,72, ,7, ,29, ,34.1, ,4.5, ,108.9, ,55.9, 
197,4/9/2022,99,0.35, ,0, ,657,R,6.8, ,83.8, ,54.2,Y,70.5,Y,55, ,15, ,27,Y,34.8,Y,13.5, ,323.5, ,56.7, 
197,4/10/2022,100,0.31, ,0, ,649,R,5.4, ,81.2, ,50.6, ,67.0, ,41, ,9, ,24, ,28.8, ,11.3, ,270.0, ,56.9, 
197,4/11/2022,101,0.27, ,0, ,621, ,9.5, ,73.8, ,42.1, ,60.6, ,71, ,29, ,53, ,43.3, ,15.3,Y,367.4,Y,56.6, 
197,4/12/2022,102,0.23, ,0, ,683,R,3.5, ,57.7, ,34.1, ,46.3, ,68, ,19, ,33, ,18.7, ,12.0, ,288.4, ,55.8, 
197,4/13/2022,103,0.26, ,0, ,678,R,3.2, ,71.5, ,37.6, ,51.7, ,61, ,5, ,24, ,16.4, ,11.3, ,272.0, ,54.7, 
197,4/14/2022,104,0.26, ,0, ,673,R,5.3, ,73.6, ,36.3, ,57.0, ,51, ,18, ,34, ,28.6, ,9.3, ,222.2, ,54.5, 
197,4/15/2022,105,0.25, ,0, ,660,R,9.7, ,78.7, ,38.7, ,62.8, ,73, ,27, ,49, ,43.6, ,9.2, ,221.6, ,55.0, 
197,4/16/2022,106,0.24, ,0, ,669,R,10.5, ,67.5, ,45.3, ,58.9, ,85, ,49, ,62, ,45.9, ,11.5, ,275.5, ,55.7, 
197,4/17/2022,107,0.24, ,0, ,687,R,10.0, ,83.9, ,43.6, ,65.5, ,85, ,19, ,47, ,44.7, ,5.8, ,138.1, ,55.9, 
197,4/18/2022,108,0.26, ,0, ,622, ,9.3, ,82.3, ,43.5, ,67.9, ,81, ,18, ,40, ,42.6, ,6.7, ,161.8, ,56.6, 
197,4/19/2022,109,0.29, ,0, ,656, ,10.9, ,78.3, ,56.0, ,67.5, ,69, ,28, ,47, ,46.8, ,11.7, ,280.7, ,56.7, 
197,4/20/2022,110,0.25, ,0, ,675,R,12.5, ,78.5, ,51.8, ,63.9, ,79, ,42, ,61, ,50.4, ,10.6, ,255.1, ,56.6, 
197,4/21/2022,111,0.25, ,0.03, ,632, ,9.7, ,72.6, ,48.5, ,59.6, ,86, ,41, ,56, ,43.9, ,12.9, ,308.4, ,56.4, 
197,4/22/2022,112,0.24, ,0.05, ,697,R,8.5, ,60.5, ,44.4, ,52.7, ,90, ,42, ,63, ,40.4, ,11.8, ,284.2, ,55.8, 
197,4/23/2022,113,0.23, ,0, ,698,R,9.2, ,80.2, ,36.7, ,59.0, ,90, ,26, ,54, ,42.4, ,4.9, ,118.1, ,55.0, 
197,4/24/2022,114,0.26, ,0, ,700,R,9.6, ,--,S,37.0, ,63.3, ,91, ,26, ,48, ,43.5, ,4.9, ,118.3, ,54.7, 
197,4/25/2022,115,0.26, ,0, ,704,R,8.9, ,90.7, ,38.0, ,66.1, ,76, ,21, ,41, ,41.5, ,4.9, ,116.4, ,54.9, 
197,4/26/2022,116,0.26, ,0, ,579, ,10.6, ,89.9, ,50.0, ,70.4, ,64, ,28, ,42, ,46.0, ,6.3, ,151.8, ,55.4, 
197,4/27/2022,117,0.26, ,0, ,699,R,12.9, ,85.0, ,50.2, ,66.7, ,82, ,37, ,58, ,51.3, ,8.3, ,200.2, ,55.8, 
197,4/28/2022,118,0.26, ,0, ,696,R,11.4, ,71.0, ,51.6, ,62.3, ,88, ,39, ,59, ,47.9, ,10.1, ,243.1, ,56.2, 
197,4/29/2022,119,0.25, ,0, ,716,R,9.7, ,86.0, ,38.7, ,65.6, ,70, ,25, ,45, ,43.7, ,4.7, ,112.1, ,56.0, 
197,4/30/2022,120,0.29, ,0, ,721,R,10.0, ,96.3, ,38.8, ,68.2, ,78, ,22, ,42, ,44.4, ,6.7, ,161.8, ,56.4, 
