13,4/1/2022,91,0.17, ,0, ,555, ,8.3, ,68.0, ,43.9, ,56.2, ,76, ,36, ,54, ,39.7, ,4.6, ,110.5, ,52.6, 
13,4/2/2022,92,0.20, ,0, ,543, ,8.0, ,69.5, ,47.9, ,58.7, ,66, ,33, ,48, ,38.8, ,5.8, ,139.8, ,52.9, 
13,4/3/2022,93,0.22, ,0, ,535, ,5.6, ,73.0, ,48.9, ,60.0, ,49, ,15, ,32, ,29.9, ,6.2, ,148.6, ,53.2, 
13,4/4/2022,94,0.16, ,0, ,446, ,7.5, ,65.5, ,45.7, ,54.6, ,88, ,35, ,51, ,37.0, ,5.0, ,119.0, ,53.2, 
13,4/5/2022,95,0.18, ,0, ,581, ,8.0, ,64.5, ,44.2, ,54.6, ,96, ,27, ,55, ,38.7, ,5.2, ,124.9, ,53.4, 
13,4/6/2022,96,0.22, ,0, ,587, ,7.0, ,76.2, ,51.1, ,64.3, ,52, ,23, ,34, ,35.4, ,5.4, ,129.7, ,53.5, 
13,4/7/2022,97,0.24, ,0, ,587, ,7.3, ,84.7,Y,55.0, ,69.0,Y,42, ,23, ,30,Y,36.6,Y,5.4, ,129.8, ,54.3, 
13,4/8/2022,98,0.25, ,0, ,583, ,7.1, ,82.1,Y,58.4,Y,69.2,Y,43, ,19, ,29,Y,35.6,Y,6.1, ,147.4, ,55.2, 
13,4/9/2022,99,0.21, ,0, ,619,R,5.9, ,67.2, ,47.7, ,58.6, ,50, ,20, ,35, ,31.2, ,5.9, ,141.8, ,55.5, 
13,4/10/2022,100,0.20, ,0, ,568, ,4.3, ,62.0, ,46.0, ,54.0, ,54, ,22, ,30, ,23.3, ,5.7, ,136.4, ,54.7, 
13,4/11/2022,101,0.06, ,0.60, ,233, ,6.0, ,49.0, ,33.2, ,40.7, ,98, ,31, ,70, ,31.6, ,8.9,Y,212.6,Y,53.4, 
13,4/12/2022,102,0.15, ,0, ,610, ,4.2, ,49.6, ,29.2, ,39.5, ,78, ,30, ,51, ,23.1, ,5.3, ,127.2, ,51.6, 
13,4/13/2022,103,0.14, ,0.19, ,529, ,5.6, ,52.3, ,31.8, ,41.5, ,94, ,36, ,63, ,30.0, ,6.0, ,143.6, ,51.2, 
13,4/14/2022,104,0.02, ,1.51, ,130, ,9.0, ,46.0, ,38.6, ,42.7, ,99, ,94, ,97, ,41.9, ,7.9, ,188.4, ,50.7, 
13,4/15/2022,105,0.14, ,0.11, ,475, ,10.1, ,60.7, ,44.3, ,50.5, ,100, ,61, ,81, ,44.8, ,6.1, ,147.4, ,50.8, 
13,4/16/2022,106,0.07, ,0.59, ,267, ,10.5, ,55.9, ,44.9, ,49.0, ,98, ,75, ,89, ,45.7, ,7.1, ,171.4, ,52.1, 
13,4/17/2022,107,0.19, ,0, ,646, ,8.3, ,63.5, ,40.5, ,52.4, ,92, ,42, ,62, ,39.7, ,5.0, ,119.9, ,52.5, 
13,4/18/2022,108,0.17, ,0, ,563, ,8.0, ,62.6, ,42.1, ,51.0, ,81, ,45, ,63, ,38.9, ,5.8, ,139.4, ,53.0, 
13,4/19/2022,109,0.10, ,0.66, ,375, ,8.9, ,55.7, ,43.1, ,48.1, ,99, ,58, ,78, ,41.6, ,5.1, ,123.3, ,53.0, 
13,4/20/2022,110,0.19, ,0.13, ,621, ,8.4, ,60.2, ,41.0, ,50.3, ,95, ,44, ,68, ,40.0, ,6.7, ,160.7, ,53.0, 
13,4/21/2022,111,0.01, ,2.14, ,88, ,9.1, ,46.2, ,36.9, ,42.7, ,99, ,93, ,97, ,42.0, ,6.7, ,160.3, ,52.0, 
13,4/22/2022,112,0.11, ,0.05, ,456, ,8.0, ,54.3, ,37.1, ,44.7, ,97, ,64, ,80, ,38.9, ,4.1, ,98.8, ,50.5, 
13,4/23/2022,113,0.20, ,0, ,657, ,7.2, ,65.8, ,37.7, ,52.6, ,80, ,40, ,53, ,36.0, ,6.1, ,145.9, ,51.1, 
13,4/24/2022,114,0.22, ,0, ,653, ,6.3, ,68.9, ,43.4, ,57.0, ,57, ,29, ,39, ,32.6, ,5.9, ,141.0, ,51.9, 
13,4/25/2022,115,0.23, ,0, ,620, ,7.7, ,71.4, ,47.8, ,59.3, ,59, ,26, ,45, ,37.8, ,6.3, ,151.6, ,52.8, 
13,4/26/2022,116,0.20, ,0, ,608, ,7.9, ,68.1, ,48.9, ,57.7, ,64, ,32, ,48, ,38.3, ,4.6, ,110.3, ,53.7, 
13,4/27/2022,117,0.21, ,0, ,663, ,7.3, ,65.8, ,45.5, ,55.1, ,71, ,34, ,50, ,36.6, ,5.8, ,138.7, ,53.9, 
13,4/28/2022,118,0.19, ,0, ,680, ,6.4, ,59.8, ,39.7, ,49.6, ,76, ,37, ,53, ,33.1, ,6.4, ,153.9, ,54.1, 
13,4/29/2022,119,0.21, ,0, ,642, ,6.5, ,67.3, ,41.3, ,54.8, ,66, ,31, ,44, ,33.4, ,5.0, ,119.8, ,53.8, 
13,4/30/2022,120,0.22, ,0, ,647, ,8.4, ,69.6, ,47.2, ,57.9, ,82, ,24, ,51, ,40.1, ,6.2, ,148.7, ,54.1, 
