116,4/1/2022,91,--,N,0, ,527, ,10.5, ,64.5, ,38.1, ,50.1, ,96, ,68, ,85, ,45.9, ,5.4, ,129.7, ,56.2, 
116,4/2/2022,92,--,N,0, ,514, ,11.2, ,61.5, ,46.3, ,52.4, ,96, ,68, ,84, ,47.5, ,5.2, ,124.2, ,56.9, 
116,4/3/2022,93,--,N,0, ,516, ,10.8, ,59.3, ,46.4, ,51.8, ,96, ,66, ,82, ,46.6, ,8.1, ,193.7, ,57.5, 
116,4/4/2022,94,--,N,0, ,553, ,11.5, ,63.3, ,43.2, ,53.6, ,94, ,61, ,82, ,48.1, ,6.9, ,165.1, ,57.3, 
116,4/5/2022,95,--,N,0, ,570, ,11.4, ,64.8, ,44.9, ,54.1, ,97, ,59, ,79, ,47.9, ,5.8, ,138.1, ,58.6, 
116,4/6/2022,96,--,N,0, ,599, ,8.8, ,87.5,R,40.0, ,60.3,H,93,H,19,H,49, ,41.3, ,6.9, ,165.8, ,58.7, 
116,4/7/2022,97,--,N,0.15, ,599, ,9.6, ,--,S,50.3, ,--,S,64,H,32,H,--,Q,--,Q,8.7, ,208.9, ,59.7, 
116,4/8/2022,98,--,N,0, ,598, ,11.0, ,69.8, ,49.3, ,57.6, ,81, ,55, ,68, ,46.9, ,7.7, ,184.6, ,60.4, 
116,4/9/2022,99,--,N,0, ,622,R,9.8, ,63.1, ,43.4, ,52.4, ,89, ,59, ,73, ,44.1, ,7.6, ,181.7, ,59.6, 
116,4/10/2022,100,--,N,0, ,600, ,8.8, ,62.7, ,37.5, ,51.0, ,95, ,47, ,69, ,41.3, ,7.6, ,183.2, ,58.8, 
116,4/11/2022,101,--,N,0.09,H,467, ,9.0, ,55.4, ,40.6, ,48.3, ,93, ,58, ,78, ,41.9, ,11.9,R,284.8,R,57.9, 
116,4/12/2022,102,--,N,0, ,640,R,7.1, ,57.0, ,34.0, ,46.3, ,89, ,44, ,67, ,35.8, ,9.1, ,217.5, ,56.0, 
116,4/13/2022,103,--,N,0, ,616, ,7.9, ,59.3, ,35.0, ,48.1, ,88, ,49, ,69, ,38.3, ,6.3, ,151.3, ,55.8, 
116,4/14/2022,104,--,N,0, ,451, ,10.8, ,62.6, ,44.4, ,54.1, ,86, ,59, ,76, ,46.7, ,6.1, ,145.8, ,56.7, 
116,4/15/2022,105,--,N,0.01, ,544, ,11.7, ,67.6, ,48.9, ,54.6, ,96, ,59, ,80, ,48.6, ,5.7, ,137.6, ,58.2, 
116,4/16/2022,106,--,N,0.37, ,489, ,11.6, ,60.5, ,43.1, ,52.7, ,90, ,76, ,85, ,48.4, ,8.8, ,211.1, ,58.6, 
116,4/17/2022,107,--,N,0, ,629, ,9.8, ,61.4, ,42.2, ,49.6, ,96, ,64, ,81, ,44.0, ,5.7, ,135.9, ,58.1, 
116,4/18/2022,108,--,N,0, ,611, ,9.7, ,68.1, ,36.9, ,53.2, ,92, ,44, ,70, ,43.8, ,6.1, ,146.3, ,57.8, 
116,4/19/2022,109,--,N,0, ,521, ,12.1, ,63.1, ,47.6, ,56.1, ,91, ,52, ,79, ,49.6, ,7.0, ,167.8, ,59.0, 
116,4/20/2022,110,--,N,0, ,647, ,10.2, ,64.5, ,44.2, ,55.9, ,88, ,51, ,67, ,45.0, ,7.4, ,176.8, ,59.0, 
116,4/21/2022,111,--,N,0.30, ,283, ,11.8, ,62.9, ,47.3, ,55.3, ,91, ,62, ,79, ,48.8, ,8.5, ,203.9, ,59.0, 
116,4/22/2022,112,--,N,0.51, ,573, ,11.2, ,58.1, ,46.7, ,52.0, ,94, ,75, ,85, ,47.5, ,7.2, ,172.1, ,58.0, 
116,4/23/2022,113,--,N,0, ,654, ,11.3, ,60.4, ,44.0, ,52.7, ,92, ,72, ,83, ,47.7, ,5.9, ,142.7, ,58.2, 
116,4/24/2022,114,--,N,0, ,629, ,11.9, ,61.8, ,46.2, ,53.1, ,96, ,76, ,87, ,49.2, ,5.3, ,127.9, ,58.6, 
116,4/25/2022,115,--,N,0, ,636, ,11.9, ,62.9, ,46.8, ,54.1, ,97, ,71, ,83, ,49.2, ,6.9, ,164.7, ,59.1, 
116,4/26/2022,116,--,N,0, ,615, ,10.7, ,61.3, ,45.4, ,52.9, ,96, ,64, ,78, ,46.4, ,8.3, ,198.6, ,59.2, 
116,4/27/2022,117,--,N,0, ,626, ,9.8, ,58.8, ,42.5, ,50.7, ,93, ,64, ,78, ,44.0, ,8.2, ,196.8, ,58.6, 
116,4/28/2022,118,--,N,0, ,665, ,9.5, ,59.3, ,41.1, ,51.0, ,90, ,62, ,74, ,43.1, ,9.0, ,215.9, ,58.6, 
116,4/29/2022,119,--,N,0, ,679, ,9.7, ,64.7, ,40.3, ,52.8, ,92, ,54, ,71, ,43.8, ,6.2, ,147.9, ,58.9, 
116,4/30/2022,120,--,N,0, ,649, ,11.0, ,62.9, ,41.9, ,53.1, ,88, ,65, ,80, ,47.0, ,7.1, ,169.3, ,60.2, 
