208,4/1/2022,91,0.23, ,0, ,581, ,12.6, ,--,S,65.2, ,75.8, ,61, ,22, ,41, ,50.6, ,4.5, ,108.4, ,60.4, 
208,4/2/2022,92,0.21, ,0, ,574, ,13.7,Y,83.5, ,63.5, ,73.9, ,70, ,29, ,48,Y,53.0,Y,3.8, ,91.3, ,60.5, 
208,4/3/2022,93,0.22, ,0, ,553, ,15.3,Y,93.6, ,66.2, ,75.6, ,67, ,35, ,50,Y,55.9,Y,5.1, ,122.6, ,61.0, 
208,4/4/2022,94,0.22, ,0, ,567, ,15.1,Y,105.5,Y,66.1, ,77.1, ,64, ,30, ,48,Y,55.6,Y,3.6, ,87.2, ,61.2, 
208,4/5/2022,95,0.23, ,0, ,593, ,13.1, ,93.0, ,68.3, ,76.7, ,66, ,19, ,42, ,51.7, ,3.3, ,79.7, ,61.8, 
208,4/6/2022,96,0.23, ,0, ,615, ,12.0, ,--,S,65.8, ,80.5, ,70, ,9, ,34, ,49.3, ,2.5, ,60.2, ,62.7, 
208,4/7/2022,97,0.27, ,0, ,633,R,4.6, ,94.4, ,66.8, ,81.6,Y,27, ,8, ,12,Y,25.0,Y,4.1, ,99.6, ,62.9, 
208,4/8/2022,98,0.25, ,0, ,640,R,7.0, ,99.1,Y,68.1, ,82.9,Y,44, ,7, ,18,Y,35.3,Y,2.7, ,65.9, ,63.4, 
208,4/9/2022,99,0.27, ,0, ,590, ,10.4, ,--,S,67.8, ,83.8,Y,51, ,11, ,26,Y,45.6,Y,4.6, ,110.8, ,64.0, 
208,4/10/2022,100,0.26, ,0, ,619, ,12.6, ,94.0, ,69.4,Y,80.5, ,56, ,15, ,35, ,50.7, ,5.9, ,141.5, ,64.3, 
208,4/11/2022,101,0.25,R,0, ,600, ,12.4, ,111.4,R,64.0, ,73.9,H,62,H,29,H,43, ,50.2, ,6.1, ,146.5, ,64.1, 
208,4/12/2022,102,0.25, ,0, ,647,R,5.6, ,78.4, ,58.7, ,66.4, ,60, ,10, ,25, ,30.0, ,5.9, ,141.0, ,63.0, 
208,4/13/2022,103,0.22, ,0, ,645,R,6.0, ,--,S,46.9, ,66.1, ,57, ,14, ,28, ,31.7, ,3.5, ,83.0, ,61.3,Y
208,4/14/2022,104,0.24, ,0, ,643, ,7.5, ,115.4,R,52.7, ,72.0, ,55, ,14, ,28, ,37.1, ,4.2, ,99.7, ,61.2,Y
208,4/15/2022,105,0.25, ,0, ,644, ,8.5, ,89.0, ,58.1, ,74.2, ,45, ,17, ,29, ,40.3, ,4.7, ,112.2, ,61.7, 
208,4/16/2022,106,0.28, ,0, ,635, ,10.1, ,87.1, ,65.8, ,75.5, ,53, ,17, ,34, ,44.9, ,6.5, ,155.8, ,62.6, 
208,4/17/2022,107,0.25, ,0, ,651, ,10.0, ,90.1, ,65.1, ,76.7, ,59, ,13, ,32, ,44.7, ,4.5, ,107.0, ,62.6, 
208,4/18/2022,108,0.28, ,0, ,619, ,7.9, ,96.7, ,64.9, ,81.7, ,54, ,7, ,21, ,38.3, ,4.2, ,101.2, ,63.1, 
208,4/19/2022,109,0.30, ,0, ,649, ,7.9, ,92.4, ,66.9, ,80.2, ,44, ,10, ,23, ,38.6, ,5.6, ,133.4, ,63.5, 
208,4/20/2022,110,0.27, ,0, ,632, ,12.6, ,95.3, ,66.7, ,77.4, ,55, ,24, ,39, ,50.7, ,6.2, ,149.9, ,63.4, 
208,4/21/2022,111,0.29, ,0, ,652, ,8.7, ,86.3, ,67.2, ,75.4, ,42, ,17, ,29, ,40.8, ,6.5, ,156.1, ,63.2, 
208,4/22/2022,112,0.26, ,0.00,H,644, ,8.2, ,76.8, ,49.3, ,66.9, ,58, ,25, ,36, ,39.4, ,7.5, ,179.6, ,62.7, 
208,4/23/2022,113,0.26, ,0, ,668, ,5.8, ,82.5, ,52.2, ,70.3, ,52, ,11, ,23, ,30.9, ,4.9, ,118.5, ,62.4,Y
208,4/24/2022,114,0.26, ,0, ,667, ,5.6, ,85.2, ,55.0, ,72.1, ,42, ,8, ,21, ,30.0, ,3.5, ,84.9, ,62.7,Y
208,4/25/2022,115,0.26, ,0, ,679,R,5.5, ,89.1, ,58.9, ,75.9, ,44, ,8, ,18, ,29.5, ,3.0, ,70.9, ,63.1,Y
208,4/26/2022,116,0.27, ,0, ,622, ,6.1, ,90.4, ,64.7, ,78.6, ,38, ,10, ,18, ,31.9, ,4.1, ,98.6, ,64.0, 
208,4/27/2022,117,0.29, ,0, ,669, ,7.3, ,90.3, ,58.6, ,76.9, ,48, ,14, ,23, ,36.5, ,5.3, ,126.7, ,64.7, 
208,4/28/2022,118,0.29, ,0, ,665, ,9.5, ,84.1, ,62.9, ,72.5, ,51, ,19, ,35, ,43.3, ,7.3, ,175.4, ,64.9, 
208,4/29/2022,119,0.26, ,0, ,684, ,8.0, ,91.1, ,61.3, ,75.7, ,53, ,9, ,26, ,38.6, ,3.6, ,86.2, ,64.4,Y
208,4/30/2022,120,0.30, ,0, ,677, ,8.1, ,92.7, ,58.5, ,80.5, ,49, ,9, ,23, ,39.0, ,4.5, ,107.5, ,65.1,Y
