265,4/1/2022,91,0.18, ,0, ,594, ,10, ,76.5, ,39.3, ,56.8, ,98, ,38, ,64, ,44.6, ,3.8, ,91.5, ,60.9, 
265,4/2/2022,92,0.18, ,0, ,573, ,10.7, ,75.6, ,40.6, ,55.6, ,95, ,37, ,71, ,46.2, ,3.7, ,87.9, ,61.8,Y
265,4/3/2022,93,0.22, ,0, ,583, ,9.0, ,77.8, ,44.7, ,58.0, ,96, ,20, ,55, ,41.9, ,7.3,R,175.3,R,62.0,Y
265,4/4/2022,94,0.20, ,0, ,591, ,9.7, ,76.0, ,38.0, ,57.3, ,91, ,36, ,60, ,43.8, ,7.8,R,187.1,R,61.2, 
265,4/5/2022,95,0.20, ,0, ,606, ,10.7, ,78.4, ,47.7, ,60.5, ,94, ,32, ,59, ,46.4, ,6.4,R,153.2,R,62.9,Y
265,4/6/2022,96,0.23, ,0, ,622,R,8.3, ,84.4, ,38.6, ,62.0, ,87, ,21, ,44, ,39.7, ,4.3, ,103.8, ,62.9,Y
265,4/7/2022,97,0.22,R,0, ,620,R,9.2, ,93.7,Y,43.6, ,69.2,R,88,H,15,H,--,R,--,I,2.8, ,66.5, ,64.9,R
265,4/8/2022,98,0.25,R,0, ,618, ,9.5, ,94.3,Y,46.0, ,69.3,R,80, ,16, ,--,R,--,I,5.3,Y,128.2,Y,66.7,R
265,4/9/2022,99,0.24, ,0, ,636,R,8.3, ,81.8, ,44.7, ,61.0, ,84, ,21, ,45, ,39.7, ,8.1,R,193.2,R,66.7,R
265,4/10/2022,100,0.22, ,0, ,632,R,6.0, ,75.0, ,36.8, ,55.0, ,81, ,17, ,41, ,31.6, ,6.1,Y,146.3,Y,64.9,Y
265,4/11/2022,101,0.20, ,0, ,560, ,7.6, ,65.7, ,41.0, ,50.3, ,88, ,30, ,61, ,37.3, ,10.5,R,252.2,R,63.2,Y
265,4/12/2022,102,0.22, ,0, ,660,R,5.6, ,61.9, ,37.4, ,48.5, ,82, ,23, ,48, ,30.0, ,10.5,R,252.2,R,60.9, 
265,4/13/2022,103,0.18, ,0, ,648,R,6.3, ,66.7, ,31.8, ,49.6, ,88, ,21, ,52, ,32.8, ,6.0,Y,142.9,Y,60.7, 
265,4/14/2022,104,0.19, ,0, ,627, ,8.2, ,68.0, ,34.9, ,52.8, ,85, ,39, ,60, ,39.3, ,6.2,R,148.3,R,61.9, 
265,4/15/2022,105,0.20, ,0, ,635, ,9.2, ,73.7, ,38.0, ,55.8, ,88, ,38, ,61, ,42.4, ,4.1, ,99.2, ,63.4,Y
265,4/16/2022,106,0.15, ,0.01, ,503, ,11.4, ,62.6, ,45.7, ,54.4, ,94, ,63, ,79, ,48.0, ,6.3,R,151.7,R,63.5,Y
265,4/17/2022,107,0.19, ,0, ,610, ,9.1, ,77.5, ,37.6, ,55.6, ,97, ,25, ,60, ,42.1, ,4.3, ,102.8, ,63.4, 
265,4/18/2022,108,0.19, ,0, ,558, ,8.4, ,74.3, ,37.3, ,55.2, ,90, ,33, ,56, ,40.1, ,4.9, ,117.5, ,63.9,Y
265,4/19/2022,109,0.21, ,0, ,624, ,9.3, ,72.6, ,42.5, ,57.1, ,84, ,34, ,58, ,42.6, ,5.3,Y,128.3,Y,64.3,Y
265,4/20/2022,110,0.21, ,0, ,667,R,8.3, ,69.9, ,36.4, ,53.3, ,90, ,33, ,60, ,39.6, ,5.6,R,134.6,R,63.6, 
265,4/21/2022,111,0.14, ,0.17, ,428, ,11.1, ,65.0, ,49.3, ,54.7, ,93, ,55, ,76, ,47.2, ,6.1,R,145.8,R,63.1, 
265,4/22/2022,112,0.16, ,0, ,502, ,9.4, ,65.4, ,43.8, ,53.1, ,94, ,45, ,68, ,42.9, ,6.6,R,158.5,R,61.6, 
265,4/23/2022,113,0.21, ,0, ,644, ,9.0, ,74.3, ,37.6, ,56.0, ,94, ,30, ,59, ,41.9, ,5.7,R,137.1,R,62.2, 
265,4/24/2022,114,0.23, ,0, ,673,R,8.3, ,80.9, ,38.6, ,61.4, ,90, ,20, ,45, ,39.8, ,4.1, ,99.4, ,64.4, 
265,4/25/2022,115,0.25, ,0, ,670, ,8.1, ,83.2, ,40.0, ,62.6, ,88, ,16, ,42, ,39.0, ,4.8,Y,116.3,Y,65.9,Y
265,4/26/2022,116,0.21, ,0, ,544, ,8.8, ,74.1, ,47.2, ,58.9, ,86, ,28, ,52, ,41.3, ,9.3,R,222.4,R,66.0,Y
265,4/27/2022,117,0.23, ,0, ,689,R,7.4, ,78.0, ,40.9, ,56.4, ,89, ,12, ,48, ,36.8, ,7.9,R,190.0,R,65.4, 
265,4/28/2022,118,0.25, ,0, ,699,R,7.9, ,68.0, ,39.7, ,53.3, ,87, ,32, ,57, ,38.6, ,11.1,R,267.2,R,63.8, 
265,4/29/2022,119,0.23, ,0, ,694,R,8.0, ,79.4, ,34.9, ,57.9, ,91, ,24, ,48, ,38.6, ,5.0,Y,119.9,Y,62.6, 
265,4/30/2022,120,0.28, ,0, ,692,R,8.8, ,82.2, ,38.1, ,60.3, ,78, ,23, ,49, ,41.2, ,8.4,R,202.5,R,63.9, 
