246,4/1/2022,91,0.16, ,0, ,554, ,4.9, ,60.9, ,23.2, ,44.4, ,82, ,30, ,49, ,26.7, ,5.3, ,128.3, ,45.4, 
246,4/2/2022,92,0.18, ,0, ,496, ,5.0, ,63.9, ,34.3, ,50.5, ,62, ,25, ,40, ,26.9, ,6.9, ,164.7, ,46.0, 
246,4/3/2022,93,0.19, ,0, ,598, ,3.2, ,66.3, ,24.2, ,46.3, ,66, ,13, ,30, ,16.8, ,6.9, ,165.1, ,46.1, 
246,4/4/2022,94,0.20, ,0.06, ,443, ,4.7, ,63.6, ,35.3, ,52.3, ,56, ,15, ,35, ,25.5, ,12.6,Y,301.7,Y,46.2, 
246,4/5/2022,95,0.21, ,0, ,577, ,4.7, ,64.0, ,25.9, ,50.4, ,63, ,24, ,38, ,25.7, ,9.0, ,215.9, ,46.7, 
246,4/6/2022,96,0.17, ,0, ,583, ,3.6, ,61.5, ,21.5, ,41.6, ,74, ,22, ,40, ,19.4, ,5.0, ,119.9, ,46.2, 
246,4/7/2022,97,0.19, ,0, ,577, ,4.6, ,70.6, ,28.6, ,49.7, ,65, ,18, ,38, ,24.9, ,5.0, ,121.1, ,46.5, 
246,4/8/2022,98,0.26, ,0, ,573, ,4.6, ,74.2, ,38.9, ,59.1, ,56, ,16, ,27, ,25.2, ,9.2, ,221.3, ,47.6, 
246,4/9/2022,99,0.20, ,0, ,595, ,3.7, ,58.9, ,27.6, ,45.4, ,73, ,20, ,36, ,20.2, ,7.4, ,177.0, ,47.8, 
246,4/10/2022,100,0.18, ,0, ,569, ,2.6, ,58.2, ,18.1, ,39.3, ,60, ,17, ,32, ,12.0, ,6.4, ,153.9, ,46.5, 
246,4/11/2022,101,0.09, ,0.06, ,241, ,3.9, ,43.7, ,23.8, ,33.6, ,85, ,28, ,59, ,20.9, ,17.4,R,417.7,R,45.6, 
246,4/12/2022,102,0.15, ,0, ,629, ,2.3,Y,41.7,Y,18.5, ,30.2,Y,60, ,27, ,41,Y,9.2,Y,8.3, ,198.5, ,43.2, 
246,4/13/2022,103,0.20, ,0, ,599, ,2.6, ,50.4, ,26.5, ,37.0, ,60, ,17, ,34, ,11.4, ,10.6, ,253.3, ,42.9, 
246,4/14/2022,104,0.22, ,0, ,591, ,5.0, ,52.5, ,32.6, ,43.0, ,70, ,41, ,53, ,27.1, ,16.4,R,393.2,R,43.6, 
246,4/15/2022,105,0.23, ,0, ,610, ,5.0, ,57.7, ,38.4, ,47.4, ,62, ,29, ,45, ,27.3, ,12.9,Y,310.3,Y,44.6, 
246,4/16/2022,106,0.19, ,0.04,H,497, ,5.9, ,51.7, ,35.2, ,43.9, ,90, ,45, ,61, ,31.2, ,16.2,R,388.4,R,43.8, 
246,4/17/2022,107,0.25, ,0, ,637, ,3.6, ,61.2, ,30.8, ,49.3, ,61, ,15, ,30, ,19.4, ,10.7, ,256.7, ,46.0,H
246,4/18/2022,108,0.35, ,0, ,629, ,3.0, ,60.0, ,36.4, ,51.3, ,35, ,12, ,24, ,15.3, ,22.9,R,549.8,R,45.1, 
246,4/19/2022,109,0.19, ,0.04, ,481, ,5.7, ,50.6, ,38.7, ,43.7, ,83, ,41, ,58, ,30.1, ,17.8,R,427.1,R,44.4, 
246,4/20/2022,110,0.26, ,0, ,637, ,4.9, ,55.4, ,38.4, ,46.9, ,59, ,32, ,45, ,26.8, ,19.0,R,455.3,R,45.1, 
246,4/21/2022,111,0.11, ,0.07, ,359, ,6.0, ,47.0, ,32.0, ,37.7, ,93, ,51, ,78, ,31.4, ,12.4,Y,298.6,Y,43.9, 
246,4/22/2022,112,0.13, ,0.00, ,499, ,4.6, ,49.7, ,25.7, ,36.7, ,91, ,40, ,62, ,25.1, ,5.8, ,139.2, ,44.4, 
246,4/23/2022,113,0.17, ,0, ,645, ,4.4, ,54.2, ,21.5, ,38.7, ,88, ,26, ,55, ,24.0, ,4.6, ,109.7, ,47.2, 
246,4/24/2022,114,0.19, ,0, ,636, ,4.6, ,60.3, ,25.4, ,44.0, ,83, ,25, ,47, ,25.1, ,4.9, ,117.3, ,46.3, 
246,4/25/2022,115,0.21, ,0, ,520, ,5.0, ,64.1, ,31.4, ,48.9, ,84, ,24, ,43, ,27.3, ,8.2, ,197.4, ,46.6, 
246,4/26/2022,116,0.24, ,0, ,617, ,5.4, ,64.2, ,35.1, ,53.3, ,61, ,27, ,39, ,29.0, ,9.9, ,236.7, ,46.9, 
246,4/27/2022,117,0.27, ,0, ,654, ,4.1, ,61.3, ,35.9, ,51.3, ,62, ,20, ,32, ,22.2, ,11.8,Y,284.1,Y,47.2, 
246,4/28/2022,118,0.25, ,0, ,668, ,3.4, ,54.0, ,27.1, ,45.4, ,66, ,22, ,33, ,17.8, ,12.4,R,297.1,R,46.7, 
246,4/29/2022,119,0.19, ,0, ,657, ,4.1, ,63.4, ,21.0,Y,43.4, ,77, ,18, ,43, ,22.2, ,4.6, ,111.1, ,46.2, 
246,4/30/2022,120,0.24, ,0, ,606, ,5.7, ,64.7, ,29.9, ,51.0, ,76, ,31, ,44, ,30.1, ,9.2, ,221.0, ,47.0, 
