105,4/1/2022,91,0.18, ,0, ,503, ,8.7, ,79.3, ,43.0, ,61.5, ,81, ,22, ,47, ,41.0, ,4.2, ,100.4, ,64.8, 
105,4/2/2022,92,0.22, ,0, ,504, ,8.5, ,81.6, ,45.6, ,65.4, ,72, ,25, ,40, ,40.3, ,6.6, ,158.4, ,66.0, 
105,4/3/2022,93,0.28, ,0, ,504, ,6.1, ,85.0, ,49.1, ,67.0, ,69, ,9, ,27, ,31.9, ,8.9, ,214.5, ,67.0,Y
105,4/4/2022,94,0.22, ,0, ,501, ,8.1, ,78.6, ,45.0, ,62.5, ,61, ,26, ,42, ,39.0, ,7.8, ,186.5, ,66.3, 
105,4/5/2022,95,0.25, ,0, ,520, ,7.9, ,76.3, ,47.6, ,62.0, ,82, ,20, ,42, ,38.5, ,9.8, ,235.6, ,66.2, 
105,4/6/2022,96,0.24, ,0, ,531, ,5.9, ,83.3, ,48.0, ,65.2, ,47, ,19, ,28, ,31.3, ,6.2, ,149.1, ,65.8, 
105,4/7/2022,97,0.23, ,0, ,524, ,8.3, ,96.4,Y,45.5, ,71.5,Y,59, ,12, ,31,Y,39.7,Y,4.1, ,98.7, ,68.1,Y
105,4/8/2022,98,0.27, ,0, ,530, ,8.9, ,95.8,Y,59.5,Y,77.1,Y,49, ,14, ,28,Y,41.6,Y,6.4, ,153.9, ,71.5,Y
105,4/9/2022,99,0.35, ,0, ,552, ,4.7, ,81.0, ,50.6, ,67.3, ,53, ,8, ,21, ,25.8, ,13.2,Y,317.9,Y,71.0,Y
105,4/10/2022,100,0.31, ,0, ,532, ,3.5,Y,75.2, ,49.9, ,62.7, ,41, ,13, ,18,Y,18.9,Y,12.5,Y,300.9,Y,69.1,Y
105,4/11/2022,101,0.13, ,0.01, ,274, ,6.2, ,67.3, ,39.0, ,52.9, ,62, ,19, ,46, ,32.5, ,8.5, ,203.1, ,66.2, 
105,4/12/2022,102,0.23, ,0, ,566, ,4.4,Y,65.8, ,35.9, ,51.5, ,64, ,16, ,34,Y,23.8,Y,9.8, ,235.7, ,63.8, 
105,4/13/2022,103,0.20, ,0, ,558, ,4.9, ,68.4, ,36.7, ,53.5, ,63, ,16, ,35, ,26.7, ,6.4, ,154.4, ,64.5, 
105,4/14/2022,104,0.18, ,0, ,437, ,7.7, ,71.9, ,44.6, ,57.2, ,67, ,34, ,48, ,37.8, ,7.1, ,171.4, ,65.7, 
105,4/15/2022,105,0.19, ,0, ,522, ,8.5, ,78.3, ,41.8, ,61.1, ,72, ,27, ,46, ,40.3, ,4.2, ,100.1, ,66.6, 
105,4/16/2022,106,0.15, ,0.00, ,358, ,9.8, ,75.3, ,51.5, ,62.7, ,67, ,37, ,51, ,44.1, ,5.6, ,135.1, ,68.2, 
105,4/17/2022,107,0.22, ,0, ,571, ,7.1, ,79.9, ,43.2, ,62.1, ,76, ,18, ,38, ,35.9, ,5.8, ,138.2, ,68.8, 
105,4/18/2022,108,0.21, ,0, ,521, ,7.8, ,77.7, ,45.4, ,61.3, ,70, ,25, ,42, ,38.1, ,6.5, ,156.3, ,69.4, 
105,4/19/2022,109,0.17, ,0, ,430, ,9.7, ,74.1, ,48.3, ,61.1, ,78, ,36, ,53, ,43.8, ,6.5, ,156.9, ,69.2, 
105,4/20/2022,110,0.21, ,0, ,566, ,7.9, ,77.2, ,43.9, ,60.5, ,72, ,26, ,44, ,38.5, ,5.5, ,132.2, ,69.5, 
105,4/21/2022,111,0.07, ,0.17, ,220, ,11.3, ,67.2, ,48.2, ,56.1, ,95, ,54, ,73, ,47.7, ,5.6, ,135.5, ,68.1, 
105,4/22/2022,112,0.18, ,0.05, ,516, ,10.2, ,68.3, ,44.4, ,55.9, ,99, ,38, ,67, ,45.0, ,6.5, ,155.6, ,66.0, 
105,4/23/2022,113,0.23, ,0, ,577, ,8.7, ,75.5, ,42.2, ,59.7, ,89, ,24, ,50, ,40.8, ,7.1, ,170.1, ,66.4, 
105,4/24/2022,114,0.23, ,0, ,579, ,7.4, ,81.9, ,42.1, ,63.9, ,77, ,19, ,36, ,36.7, ,4.5, ,107.4, ,68.4, 
105,4/25/2022,115,0.24, ,0, ,566, ,6.9, ,86.5, ,47.8, ,68.6, ,54, ,13, ,29, ,35.0, ,4.7, ,112.2, ,70.2, 
105,4/26/2022,116,0.24, ,0, ,493, ,7.6, ,82.1, ,51.5, ,66.6, ,54, ,20, ,34, ,37.6, ,8.2, ,197.7, ,70.4, 
105,4/27/2022,117,0.24, ,0, ,569, ,6.1, ,80.9, ,45.1, ,63.3, ,71, ,14, ,31, ,31.9, ,6.6, ,159.3, ,70.4, 
105,4/28/2022,118,0.27, ,0, ,600, ,6.4, ,73.9, ,43.2, ,60.3, ,56, ,22, ,36, ,33.0, ,9.7, ,233.1, ,70.6, 
105,4/29/2022,119,0.27, ,0, ,599, ,6.3, ,80.3, ,45.1, ,62.6, ,65, ,17, ,33, ,32.9, ,8.0, ,192.9, ,70.7, 
105,4/30/2022,120,0.28, ,0, ,589, ,8.2, ,86.6, ,46.8, ,67.3, ,61, ,23, ,36, ,39.3, ,7.8, ,186.9, ,72.1, 
