179,4/1/2022,91,0.15, ,0, ,512, ,13.0, ,70.3, ,50.2, ,58.3, ,93, ,58, ,78, ,51.6, ,4.8, ,115.0, ,54.6, 
179,4/2/2022,92,0.07, ,0, ,296, ,13.2, ,66.1, ,48.6, ,56.1, ,95, ,65, ,86, ,51.9, ,4.3, ,103.8, ,54.1, 
179,4/3/2022,93,0.04, ,0.03, ,193, ,13.5, ,61.6, ,52.9, ,56.3, ,97, ,74, ,87, ,52.6, ,4.4, ,105.4, ,53.8, 
179,4/4/2022,94,0.19, ,0, ,628,R,12.7, ,79.8, ,45.2, ,60.0, ,97, ,36, ,72, ,51.0, ,4.0, ,95.1, ,53.9, 
179,4/5/2022,95,0.21, ,0, ,630,R,13.7, ,79.1, ,45.9, ,63.0, ,96, ,46, ,70, ,52.9, ,4.9, ,117.1, ,55.3, 
179,4/6/2022,96,0.24, ,0, ,650,R,11.1, ,94.9,Y,50.8, ,71.1,Y,92, ,9, ,43,Y,47.3,Y,4.1, ,97.6, ,57.0, 
179,4/7/2022,97,0.25, ,0, ,662,R,6.4, ,92.9,Y,47.5, ,70.9,Y,61, ,9, ,25,Y,33.2,Y,4.2, ,101.9, ,57.4, 
179,4/8/2022,98,0.25, ,0, ,674,R,7.1, ,94.1,Y,47.4, ,72.1,Y,59, ,11, ,26,Y,35.6,Y,4.6, ,110.9, ,58.0, 
179,4/9/2022,99,0.26, ,0, ,651,R,10.7, ,82.7, ,48.1, ,65.3, ,92, ,22, ,50, ,46.3, ,8.2, ,197.8, ,57.7, 
179,4/10/2022,100,0.18, ,0, ,597, ,13.5, ,70.3, ,53.5, ,59.4, ,89, ,54, ,78, ,52.5, ,7.9, ,189.7, ,58.1, 
179,4/11/2022,101,0.12, ,0, ,378, ,11.8, ,64.7, ,50.2, ,56.3, ,90, ,62, ,76, ,49.0, ,10.1,Y,243.2,Y,55.2, 
179,4/12/2022,102,0.21, ,0, ,685,R,7.1, ,66.8, ,44.3, ,54.2, ,91, ,20, ,50, ,35.9, ,6.8, ,162.2, ,54.6, 
179,4/13/2022,103,0.21, ,0, ,692,R,6.8, ,69.5, ,32.3, ,52.1, ,84, ,26, ,51, ,34.5, ,5.4, ,128.7, ,53.3, 
179,4/14/2022,104,0.22, ,0, ,685,R,7.8, ,70.8, ,37.0, ,54.3, ,88, ,23, ,54, ,38.0, ,5.6, ,135.1, ,52.5, 
179,4/15/2022,105,0.20, ,0, ,680,R,9.9, ,73.6, ,38.0, ,55.7, ,92, ,35, ,65, ,44.3, ,4.7, ,113.6, ,53.2, 
179,4/16/2022,106,0.16, ,0, ,516, ,11.7, ,70.4, ,48.1, ,57.3, ,94, ,45, ,73, ,48.6, ,6.0, ,144.5, ,54.0, 
179,4/17/2022,107,0.21, ,0, ,676,R,12.0, ,82.9, ,48.5, ,61.6, ,93, ,24, ,64, ,49.3, ,4.1, ,98.7, ,56.4, 
179,4/18/2022,108,0.22, ,0, ,677,R,12.5, ,80.7, ,45.5, ,62.5, ,92, ,37, ,64, ,50.4, ,4.5, ,108.6, ,57.2, 
179,4/19/2022,109,0.24, ,0, ,682,R,11.9, ,73.8, ,48.6, ,60.7, ,88, ,44, ,65, ,49.0, ,8.6, ,207.2, ,56.4, 
179,4/20/2022,110,0.19, ,0.00,H,601, ,11.6, ,67.1, ,48.1, ,56.8, ,94, ,54, ,74, ,48.5, ,8.8, ,211.0, ,55.6, 
179,4/21/2022,111,0.22, ,0, ,697,R,10.4, ,70.3, ,40.2, ,55.8, ,91, ,38, ,69, ,45.6, ,7.0, ,168.0, ,54.4, 
179,4/22/2022,112,0.19, ,0.15, ,601, ,10.3, ,62.8, ,45.8, ,54.1, ,94, ,49, ,72, ,45.4, ,8.9, ,213.7, ,54.2, 
179,4/23/2022,113,0.24, ,0, ,713,R,8.2, ,77.0, ,39.6, ,59.1, ,93, ,21, ,48, ,39.3, ,4.6, ,110.9, ,54.1, 
179,4/24/2022,114,0.26, ,0, ,710,R,6.7, ,81.8, ,43.0, ,64.7, ,81, ,15, ,32, ,34.4, ,5.0, ,119.5, ,56.7, 
179,4/25/2022,115,0.26, ,0, ,717,R,6.3, ,87.2, ,44.7, ,66.7, ,64, ,9, ,28, ,32.8, ,4.1, ,98.3, ,58.0, 
179,4/26/2022,116,0.26, ,0, ,649, ,8.6, ,80.0, ,49.8, ,64.1, ,90, ,22, ,42, ,40.7, ,6.7, ,161.0, ,57.5, 
179,4/27/2022,117,0.22, ,0, ,694,R,12.2, ,72.6, ,48.1, ,58.2, ,93, ,46, ,74, ,49.8, ,7.1, ,170.2, ,56.8, 
179,4/28/2022,118,0.16, ,0, ,497, ,11.6, ,67.0, ,50.4, ,56.1, ,92, ,59, ,76, ,48.5, ,7.7, ,184.2, ,57.0, 
179,4/29/2022,119,0.22, ,0, ,703,R,12.3, ,77.0, ,50.4, ,61.2, ,89, ,42, ,67, ,50.0, ,5.1, ,121.8, ,57.4, 
179,4/30/2022,120,0.26, ,0, ,723,R,12.2, ,82.4, ,44.8, ,63.1, ,93, ,22, ,62, ,49.8, ,5.9, ,140.7, ,57.6, 
