91,4/1/2022,91,0.16, ,0, ,559, ,4.2, ,63.1, ,15.6, ,43.1, ,94, ,19, ,44, ,22.9, ,4.6, ,110.6, ,46.0, 
91,4/2/2022,92,0.14, ,0, ,563, ,3.9, ,60.7, ,21.9, ,43.1, ,87, ,13, ,41, ,21.1, ,4.6, ,111.2, ,47.0, 
91,4/3/2022,93,0.13, ,0, ,401, ,3.4, ,61.7, ,15.4, ,40.5, ,73, ,16, ,39, ,17.6, ,5.2, ,123.9, ,46.2, 
91,4/4/2022,94,0.09, ,0.08, ,306, ,6.8, ,53.0, ,31.3, ,42.0, ,89, ,57, ,75, ,34.6, ,7.8, ,187.7, ,46.2, 
91,4/5/2022,95,0.13, ,0, ,557, ,4.0, ,49.9, ,23.4, ,37.2, ,85, ,27, ,53, ,21.5, ,4.4, ,104.6, ,45.9, 
91,4/6/2022,96,0.16, ,0, ,588, ,3.7, ,68.6, ,15.1, ,42.7, ,87, ,12, ,39, ,19.8, ,2.5, ,59.0, ,46.1, 
91,4/7/2022,97,0.19, ,0, ,410, ,4.8, ,79.8,Y,32.0, ,64.0,Y,91, ,10, ,24,Y,26.1,Y,3.6, ,86.9, ,48.6, 
91,4/8/2022,98,0.21, ,0, ,589, ,5.5, ,62.2, ,28.2, ,47.2, ,74, ,29, ,50, ,29.6, ,8.6, ,205.3, ,48.3, 
91,4/9/2022,99,0.17, ,0.04,H,628,R,3.3, ,48.6, ,20.9, ,34.6, ,79, ,26, ,49, ,17.3, ,8.3, ,199.5, ,46.9, 
91,4/10/2022,100,0.10, ,0, ,382, ,4.2, ,46.1, ,18.3, ,34.2, ,81, ,45, ,63, ,22.8, ,5.2, ,125.5, ,45.2, 
91,4/11/2022,101,0.10, ,0, ,479, ,4.5, ,38.3, ,23.8, ,31.0, ,96, ,60, ,77, ,24.8, ,12.6,Y,302.8,Y,44.3, 
91,4/12/2022,102,0.10, ,0, ,443, ,3.7, ,40.0, ,20.4, ,29.7, ,83, ,46, ,66, ,19.8, ,7.4, ,178.2, ,42.5, 
91,4/13/2022,103,0.04, ,0.08, ,207, ,5.0, ,41.6, ,21.4, ,32.3, ,98, ,63, ,81, ,27.2, ,5.4, ,129.0, ,41.5, 
91,4/14/2022,104,0.14, ,0.12, ,517, ,5.7, ,48.1, ,27.8, ,38.2, ,89, ,55, ,73, ,30.3, ,9.9, ,238.6, ,41.9, 
91,4/15/2022,105,0.11, ,0.04, ,452, ,4.7, ,48.7, ,24.0, ,36.6, ,96, ,34, ,64, ,25.4, ,5.3, ,127.4, ,42.8, 
91,4/16/2022,106,0.13, ,0.35, ,545, ,5.6, ,44.9, ,31.5, ,36.6, ,100, ,50, ,76, ,29.9, ,7.9, ,190.5, ,43.7, 
91,4/17/2022,107,0.15, ,0, ,501, ,4.4, ,59.8, ,26.7, ,42.2, ,94, ,17, ,48, ,24.2, ,5.3, ,126.9, ,43.9, 
91,4/18/2022,108,0.18, ,0.16,H,514, ,5.0, ,56.5, ,26.3, ,40.6, ,100, ,26, ,58, ,27.0, ,8.9, ,214.1, ,44.3, 
91,4/19/2022,109,0.09, ,0.24, ,387, ,6.3, ,46.3, ,29.0, ,36.6, ,100, ,59, ,85, ,32.6, ,5.3, ,126.7, ,44.3, 
91,4/20/2022,110,0.08, ,0.08, ,309, ,6.6, ,49.8, ,29.7, ,41.0, ,100, ,58, ,76, ,33.8, ,8.5, ,204.1, ,44.0, 
91,4/21/2022,111,0.13, ,0.24, ,533, ,6.4, ,49.5, ,32.2, ,38.1, ,100, ,47, ,82, ,33.1, ,6.0, ,143.2, ,44.5, 
91,4/22/2022,112,0.13, ,0, ,510, ,6.2, ,52.4, ,28.9, ,40.1, ,100, ,44, ,74, ,32.3, ,5.1, ,121.6, ,45.4, 
91,4/23/2022,113,0.16, ,0, ,617, ,5.3, ,57.5, ,22.6, ,41.6, ,97, ,29, ,59, ,28.4, ,2.8, ,66.3, ,46.4, 
91,4/24/2022,114,0.19, ,0, ,636, ,5.2, ,66.6, ,22.8, ,46.9, ,96, ,19, ,48, ,28.0, ,3.8, ,91.2, ,47.5, 
91,4/25/2022,115,0.10, ,0, ,308, ,6.8, ,59.6, ,32.4, ,47.6, ,92, ,36, ,61, ,34.7, ,4.5, ,107.9, ,48.3, 
91,4/26/2022,116,0.18, ,0, ,603, ,5.2, ,56.1, ,33.5, ,44.3, ,86, ,24, ,53, ,28.1, ,7.8, ,186.0, ,48.5, 
91,4/27/2022,117,0.18, ,0, ,626, ,5.2, ,57.6, ,29.2, ,43.8, ,88, ,31, ,53, ,28.1, ,5.8, ,139.7, ,48.4, 
91,4/28/2022,118,0.13, ,0.16, ,458, ,6.2, ,50.7, ,32.1, ,40.5, ,100, ,50, ,72, ,32.3, ,8.4, ,202.4, ,48.7, 
91,4/29/2022,119,0.18, ,0.04, ,665, ,5.6, ,61.3, ,21.2, ,44.2, ,97, ,30, ,57, ,30.0, ,3.9, ,93.7, ,48.4, 
91,4/30/2022,120,0.18, ,0.08, ,573, ,8.3, ,61.1, ,33.6, ,48.5, ,100, ,43, ,71, ,39.6, ,7.8, ,186.5, ,50.4, 
