160,4/1/2022,91,0.16, ,0, ,595,R,11.8, ,66.2, ,41.6, ,52.4, ,100, ,65, ,88, ,49.0, ,4.4, ,105.1, ,55.9, 
160,4/2/2022,92,0.15, ,0, ,553, ,12.5, ,65.1, ,45.3, ,53.9, ,99, ,67, ,88, ,50.5, ,3.7, ,89.7, ,56.6, 
160,4/3/2022,93,0.08, ,0, ,328, ,12.0, ,59.7, ,41.2, ,51.7, ,99, ,79, ,92, ,49.3, ,4.1, ,97.6, ,57.3, 
160,4/4/2022,94,0.19, ,0, ,614,R,10.4, ,71.1, ,40.4, ,55.8, ,100, ,38, ,68, ,45.6, ,5.3, ,127.0, ,56.8, 
160,4/5/2022,95,0.21, ,0, ,620,R,10.5, ,75.1, ,46.9, ,60.9, ,91, ,30, ,57, ,45.8, ,6.2, ,149.0, ,57.3, 
160,4/6/2022,96,0.27,R,0, ,640,R,6.9, ,89.9,R,58.6,Y,72.9,Y,53,H,19,H,25,Y,34.9,Y,10.1,R,242.4,R,58.0, 
160,4/7/2022,97,0.23,R,0, ,638,R,10.3, ,87.8,Y,52.1, ,67.8,Y,69,H,27,H,44,Y,45.3,Y,3.6, ,85.5, ,59.2, 
160,4/8/2022,98,0.20,R,0, ,639,R,11.3, ,89.2,R,48.4, ,65.4,Y,94,H,30,H,53,Y,47.8,Y,4.5, ,107.3, ,60.4, 
160,4/9/2022,99,0.19, ,0, ,653,R,10.8, ,67.3, ,42.7, ,52.6, ,98, ,57, ,80, ,46.6, ,5.1, ,123.2, ,60.5, 
160,4/10/2022,100,0.20, ,0, ,645,R,8.1, ,73.6, ,41.6, ,53.5, ,94, ,17, ,58, ,39.2, ,5.2, ,123.6, ,59.6, 
160,4/11/2022,101,0.11, ,0, ,428, ,8.7, ,58.3, ,35.3, ,47.7, ,96, ,56, ,77, ,40.8, ,5.7, ,135.6, ,58.6, 
160,4/12/2022,102,0.21, ,0, ,684,R,6.4, ,61.7, ,35.0, ,48.3, ,87, ,25, ,56, ,33.3, ,7.3, ,175.4, ,56.9, 
160,4/13/2022,103,0.20, ,0, ,671,R,7.0, ,62.8, ,37.7, ,49.4, ,95, ,36, ,59, ,35.5, ,5.8, ,139.3, ,56.4, 
160,4/14/2022,104,0.19, ,0, ,638, ,9.8, ,63.4, ,36.1, ,51.0, ,99, ,40, ,77, ,44.0, ,5.6, ,134.5, ,56.6, 
160,4/15/2022,105,0.18, ,0, ,642, ,11.0, ,66.5, ,40.5, ,52.2, ,100, ,55, ,83, ,47.1, ,4.9, ,117.0, ,57.6, 
160,4/16/2022,106,0.10, ,0, ,371, ,12.3, ,63.1, ,46.3, ,53.9, ,97, ,68, ,87, ,50.1, ,5.3, ,127.9, ,58.1, 
160,4/17/2022,107,0.18, ,0, ,659,R,11.4, ,64.4, ,42.6, ,51.8, ,99, ,66, ,87, ,48.1, ,5.2, ,124.6, ,58.3, 
160,4/18/2022,108,0.14, ,0, ,464, ,10.3, ,62.2, ,39.7, ,51.2, ,100, ,55, ,80, ,45.3, ,4.2, ,100.9, ,58.5, 
160,4/19/2022,109,0.17, ,0, ,571, ,12.9, ,65.8, ,47.0, ,55.9, ,99, ,67, ,85, ,51.4, ,5.1, ,122.8, ,58.9, 
160,4/20/2022,110,0.20, ,0, ,695,R,10.2, ,64.5, ,39.3, ,53.0, ,99, ,49, ,74, ,45.1, ,4.9, ,116.6, ,59.5, 
160,4/21/2022,111,0.11, ,0, ,381, ,12.3, ,65.6, ,49.6, ,55.2, ,97, ,61, ,83, ,50.1, ,5.0, ,119.6, ,59.7, 
160,4/22/2022,112,0.13, ,0, ,482, ,11.3, ,59.5, ,44.3, ,52.0, ,99, ,69, ,85, ,47.7, ,5.4, ,128.4, ,58.9, 
160,4/23/2022,113,0.21, ,0, ,702,R,10.4, ,72.1, ,41.8, ,54.0, ,98, ,38, ,73, ,45.6, ,5.1, ,122.1, ,58.0, 
160,4/24/2022,114,0.23, ,0, ,700,R,10.5, ,78.9, ,45.0, ,57.8, ,97, ,28, ,64, ,45.8, ,4.8, ,115.3, ,58.6, 
160,4/25/2022,115,0.22, ,0, ,691,R,11.3, ,73.5, ,45.4, ,57.7, ,97, ,43, ,69, ,47.8, ,4.6, ,110.3, ,59.5, 
160,4/26/2022,116,0.17, ,0, ,556, ,10.2, ,70.0, ,41.7, ,53.5, ,99, ,34, ,73, ,45.0, ,5.5, ,132.3, ,60.0, 
160,4/27/2022,117,0.19, ,0, ,682,R,10.1, ,62.4, ,40.5, ,51.5, ,100, ,54, ,78, ,44.8, ,5.3, ,126.2, ,59.4, 
160,4/28/2022,118,0.21, ,0, ,714,R,9.2, ,62.8, ,37.9, ,50.4, ,97, ,49, ,74, ,42.4, ,5.6, ,134.5, ,59.6, 
160,4/29/2022,119,0.23, ,0, ,715,R,9.2, ,76.3, ,43.3, ,55.6, ,92, ,27, ,61, ,42.3, ,5.5, ,131.0, ,59.7, 
160,4/30/2022,120,0.22, ,0, ,715,R,10.2, ,74.7, ,44.5, ,57.6, ,96, ,31, ,63, ,45.0, ,6.0, ,144.0, ,60.5, 
