143,4/1/2022,91,0.17, ,0, ,742,R,10.4, ,73.4, ,42.8, ,59.7, ,99, ,39, ,59, ,45.5, ,5.1, ,121.2, ,56.7, 
143,4/2/2022,92,0.18, ,0, ,556, ,10.5, ,74.4, ,37.9, ,54.5, ,99, ,39, ,72, ,45.7, ,3.9, ,92.8, ,56.7, 
143,4/3/2022,93,0.17, ,0, ,555, ,10.3, ,73.3, ,40.2, ,54.5, ,99, ,38, ,71, ,45.3, ,4.1, ,98.5, ,57.3, 
143,4/4/2022,94,0.17, ,0, ,544, ,10.4, ,73.2, ,38.3, ,55.2, ,94, ,45, ,70, ,45.7, ,3.8, ,90.2, ,57.3, 
143,4/5/2022,95,0.18, ,0, ,576, ,10.6, ,75.4, ,45.3, ,58.9, ,95, ,38, ,62, ,46.0, ,3.7, ,88.2, ,58.1, 
143,4/6/2022,96,0.22, ,0, ,595, ,7.8, ,87.0,Y,37.9, ,61.6, ,95, ,13, ,41, ,38.0, ,4.0, ,96.4, ,58.4, 
143,4/7/2022,97,0.23,R,0, ,588, ,9.3, ,93.2,R,41.5, ,65.4,Y,84, ,21, ,44,Y,42.8,Y,4.4, ,104.4, ,58.9, 
143,4/8/2022,98,0.22,R,0, ,587, ,11.1, ,87.1,Y,46.1, ,64.5,Y,90, ,25, ,54,Y,47.4,Y,3.8, ,91.4, ,60.1, 
143,4/9/2022,99,0.20, ,0, ,611, ,9.3, ,76.0, ,39.8, ,56.1, ,97, ,30, ,61, ,42.7, ,3.9, ,94.4, ,60.2, 
143,4/10/2022,100,0.20, ,0, ,586, ,6.9, ,71.1, ,37.7, ,54.2, ,86, ,22, ,48, ,35.0, ,4.9, ,117.7, ,59.5, 
143,4/11/2022,101,0.16, ,0.00, ,472, ,8.0, ,61.5, ,38.6, ,49.1, ,92, ,33, ,68, ,38.9, ,7.5, ,179.9, ,58.3, 
143,4/12/2022,102,0.18, ,0, ,609, ,6.4, ,60.5, ,34.7, ,48.1, ,88, ,36, ,56, ,33.2, ,5.6, ,133.9, ,57.0, 
143,4/13/2022,103,0.17, ,0, ,585, ,7.4, ,63.3, ,32.6, ,48.9, ,89, ,42, ,63, ,36.9, ,4.8, ,115.9, ,56.5, 
143,4/14/2022,104,0.16, ,0, ,514, ,10.3, ,65.7, ,43.9, ,54.6, ,86, ,54, ,71, ,45.3, ,5.2, ,125.0, ,57.2, 
143,4/15/2022,105,0.18, ,0, ,551, ,11.3, ,72.6, ,48.1, ,57.1, ,95, ,46, ,71, ,47.7, ,4.8, ,114.4, ,58.6, 
143,4/16/2022,106,0.13, ,0.41, ,446, ,11.9, ,64.8, ,43.0, ,54.2, ,97, ,69, ,83, ,49.2, ,5.4, ,130.1, ,59.0, 
143,4/17/2022,107,0.19, ,0, ,617, ,9.5, ,69.6, ,39.4, ,52.3, ,97, ,33, ,71, ,43.1, ,4.6, ,110.0, ,58.6, 
143,4/18/2022,108,0.20, ,0, ,615, ,9.3, ,70.5, ,38.2, ,54.4, ,92, ,39, ,64, ,42.6, ,5.3, ,127.4, ,58.1, 
143,4/19/2022,109,0.16, ,0.00, ,491, ,11.5, ,68.3, ,42.7, ,56.8, ,92, ,44, ,73, ,48.3, ,5.7, ,137.1, ,59.0, 
143,4/20/2022,110,0.21, ,0, ,635, ,9.3, ,68.8, ,38.8, ,53.9, ,97, ,39, ,66, ,42.8, ,5.3, ,126.5, ,58.6, 
143,4/21/2022,111,0.10, ,0.18, ,335, ,11.7, ,64.9, ,46.6, ,55.4, ,97, ,58, ,78, ,48.8, ,4.9, ,116.8, ,58.9, 
143,4/22/2022,112,0.16, ,0.26, ,530, ,10.5, ,63.6, ,43.9, ,53.2, ,96, ,57, ,76, ,45.8, ,5.4, ,129.4, ,58.4, 
143,4/23/2022,113,0.20, ,0, ,641, ,10.2, ,71.6, ,39.1, ,54.5, ,98, ,45, ,70, ,45.1, ,3.9, ,92.4, ,58.3, 
143,4/24/2022,114,0.21, ,0, ,641, ,10.2, ,76.6, ,37.8, ,56.5, ,96, ,33, ,65, ,44.9, ,4.0, ,95.4, ,58.7, 
143,4/25/2022,115,0.22, ,0, ,636, ,10.2, ,77.2, ,41.9, ,57.9, ,93, ,21, ,62, ,44.9, ,4.5, ,108.5, ,59.1, 
143,4/26/2022,116,0.20, ,0, ,601, ,10, ,67.8, ,40.0, ,53.9, ,97, ,48, ,71, ,44.6, ,5.1, ,122.3, ,59.4, 
143,4/27/2022,117,0.20, ,0, ,621, ,8.8, ,69.9, ,36.5, ,51.9, ,96, ,39, ,67, ,41.3, ,4.8, ,115.2, ,58.8, 
143,4/28/2022,118,0.17, ,0, ,540, ,8.8, ,64.1, ,38.7, ,51.5, ,93, ,48, ,68, ,41.3, ,5.2, ,123.6, ,58.4, 
143,4/29/2022,119,0.21, ,0, ,659, ,9.1, ,75.9, ,35.8, ,55.3, ,97, ,33, ,61, ,42.1, ,3.5, ,84.4, ,58.3, 
143,4/30/2022,120,0.23, ,0, ,651, ,10.1, ,75.7, ,38.4, ,56.9, ,92, ,43, ,64, ,44.9, ,5.5, ,132.7, ,59.1, 
