71,4/1/2022,91,0.18, ,0.00, ,566, ,10.7, ,74.5, ,40.1, ,57.7, ,96, ,35, ,66, ,46.3, ,4.7, ,113.6, ,54.7, 
71,4/2/2022,92,0.18, ,0, ,554, ,11.1, ,75.8, ,42.6, ,58.4, ,97, ,39, ,66, ,47.2, ,5.3, ,127.0, ,57.1, 
71,4/3/2022,93,0.24, ,0, ,585, ,8.3, ,80.3, ,43.0, ,62.0, ,90, ,19, ,44, ,39.7, ,7.3, ,176.2, ,55.9, 
71,4/4/2022,94,0.19, ,0, ,526, ,11.0, ,74.0, ,43.2, ,59.4, ,87, ,47, ,64, ,47.0, ,6.6, ,158.8, ,55.2, 
71,4/5/2022,95,0.22, ,0, ,581, ,8.5, ,70.9, ,44.5, ,57.8, ,92, ,27, ,52, ,40.4, ,8.4, ,200.7, ,55.0, 
71,4/6/2022,96,0.21, ,0, ,587, ,8.5, ,81.2, ,50.0, ,63.4, ,85, ,29, ,43, ,40.4, ,5.8, ,140.1, ,54.2, 
71,4/7/2022,97,0.19, ,0, ,571, ,13.3, ,89.0,Y,44.9, ,66.0, ,94, ,31, ,61, ,52.2, ,3.4, ,80.6, ,55.2, 
71,4/8/2022,98,0.23, ,0, ,584, ,13.0, ,88.2,Y,48.9, ,69.3,Y,96, ,29, ,53,Y,51.5,Y,4.7, ,112.6, ,62.5, 
71,4/9/2022,99,0.29, ,0, ,607, ,6.4, ,74.3, ,53.0, ,64.2, ,68, ,18, ,31, ,33.3, ,11.7,Y,281.5,Y,55.0, 
71,4/10/2022,100,0.26, ,0, ,566, ,6.2, ,70.9, ,45.0, ,58.8, ,70, ,28, ,37, ,32.3, ,11.1,Y,265.3,Y,52.8, 
71,4/11/2022,101,0.16, ,0,R,665,R,6.7, ,60.1, ,41.7, ,53.0, ,85, ,35, ,49, ,34.3, ,12.5,Y,300.8,Y,53.2, 
71,4/12/2022,102,0.18, ,0, ,582, ,6.3, ,61.0, ,33.3, ,48.1, ,82, ,35, ,55, ,32.6, ,7.4, ,178.0, ,52.2, 
71,4/13/2022,103,0.17, ,0, ,573, ,7.5, ,63.2, ,32.5, ,50.9, ,91, ,42, ,59, ,37.2, ,5.6, ,135.4, ,52.1, 
71,4/14/2022,104,0.08, ,0.02, ,308, ,10.8, ,62.5, ,46.9, ,54.8, ,95, ,57, ,74, ,46.7, ,2.8, ,67.4, ,53.4, 
71,4/15/2022,105,0.18, ,0.00, ,564, ,11.3, ,72.3, ,42.0, ,57.4, ,98, ,46, ,70, ,47.8, ,4.4, ,105.4, ,54.7, 
71,4/16/2022,106,0.13, ,0.01, ,418, ,11.5, ,70.9, ,44.2, ,58.3, ,86, ,51, ,69, ,48.2, ,6.0, ,144.4, ,55.7, 
71,4/17/2022,107,0.19, ,0, ,640,R,8.3, ,74.1, ,37.5, ,54.9, ,93, ,24, ,56, ,39.6, ,3.9, ,94.7, ,55.3, 
71,4/18/2022,108,0.16, ,0, ,520, ,9.6, ,72.3, ,37.1, ,55.1, ,93, ,40, ,65, ,43.4, ,4.2, ,100.1, ,54.9, 
71,4/19/2022,109,0.10, ,0.05, ,345, ,11.0, ,67.6, ,45.5, ,55.6, ,93, ,47, ,73, ,47.1, ,4.6, ,110.7, ,55.3, 
71,4/20/2022,110,0.19, ,0, ,605, ,9.9, ,74.6, ,41.2, ,58.4, ,94, ,32, ,59, ,44.3, ,3.8, ,91.9, ,55.1, 
71,4/21/2022,111,0.11, ,0.02, ,315, ,10.9, ,66.9, ,50.1, ,57.8, ,86, ,45, ,67, ,46.7, ,7.1, ,170.8, ,55.8, 
71,4/22/2022,112,0.16, ,0.02, ,541, ,10.4, ,65.2, ,46.6, ,55.6, ,93, ,47, ,69, ,45.5, ,5.2, ,125.1, ,55.5, 
71,4/23/2022,113,0.21, ,0, ,638, ,10.0, ,73.4, ,39.2, ,58.0, ,96, ,35, ,61, ,44.6, ,6.0, ,144.4, ,57.6, 
71,4/24/2022,114,0.21, ,0, ,641, ,10.3, ,77.9, ,42.2, ,61.3, ,90, ,31, ,56, ,45.4, ,4.2, ,101.4, ,56.4, 
71,4/25/2022,115,0.23, ,0, ,629, ,10.0, ,81.2, ,42.5, ,62.0, ,94, ,33, ,53, ,44.7, ,4.9, ,118.4, ,56.5, 
71,4/26/2022,116,0.22, ,0, ,617, ,9.5, ,72.2, ,41.7, ,57.2, ,90, ,35, ,59, ,43.2, ,5.8, ,139.6, ,56.2, 
71,4/27/2022,117,0.22, ,0, ,648, ,8.2, ,74.0, ,35.4, ,55.0, ,97, ,32, ,56, ,39.4, ,5.3, ,127.5, ,55.1, 
71,4/28/2022,118,0.22, ,0, ,661, ,8.7, ,66.5, ,36.7, ,54.2, ,88, ,46, ,60, ,40.8, ,8.0, ,191.0, ,55.2, 
71,4/29/2022,119,0.24, ,0, ,662, ,9.3, ,74.5, ,42.4, ,59.1, ,90, ,31, ,54, ,42.7, ,6.7, ,161.9, ,56.3, 
71,4/30/2022,120,0.24, ,0, ,649, ,11.1, ,75.7, ,43.9, ,59.4, ,93, ,46, ,64, ,47.2, ,6.7, ,161.7, ,59.5, 
